# distance_um=4.5
# waist_um=2.0
# t_gate_us=4.5
# delta_start_mhz=-40.0
# delta_end_mhz=40.0
# wl_min=781.0
# wl_max=786.0
# n_wl=60
# power_min_uw=140.0
# power_max_uw=500.0
# n_power=40
# wl,power_uw,delta_A_mhz,delta_B_mhz,scatter_A_hz,P_gg,P_gr,P_rg,P_rr,pinning_leak,crosstalk,scatter_penalty,total_cost,P_target,other_residual,delta_A_over_Omega,delta_A_over_V
7.815085e+02,3.523077e+02,-9.135493e+01,-3.660163e-03,6.427301e+02,2.489185e-03,9.967228e-01,7.921749e-07,9.773179e-08,8.899067e-07,2.489185e-03,2.888107e-03,5.378182e-03,9.967228e-01,7.871667e-04,2.406056e+01,8.679519e-01
7.815085e+02,3.615385e+02,-9.374851e+01,-3.756062e-03,6.595702e+02,2.507868e-03,9.967048e-01,7.739245e-08,8.021481e-08,1.576073e-07,2.507868e-03,2.963666e-03,5.471691e-03,9.967048e-01,7.871495e-04,2.469097e+01,8.906930e-01
7.815085e+02,3.707692e+02,-9.614209e+01,-3.851961e-03,6.764103e+02,2.524030e-03,9.966885e-01,2.484614e-07,6.573443e-08,3.141958e-07,2.524030e-03,3.039219e-03,5.563562e-03,9.966885e-01,7.871345e-04,2.532137e+01,9.134341e-01
7.815085e+02,3.800000e+02,-9.853567e+01,-3.947861e-03,6.932504e+02,2.538805e-03,9.966735e-01,4.861350e-07,5.737179e-08,5.435068e-07,2.538805e-03,3.114766e-03,5.654114e-03,9.966735e-01,7.871208e-04,2.595178e+01,9.361752e-01
7.815085e+02,3.892308e+02,-1.009292e+02,-4.043760e-03,7.100905e+02,2.553490e-03,9.966593e-01,7.318813e-08,4.420761e-08,1.173957e-07,2.553490e-03,3.190307e-03,5.743915e-03,9.966593e-01,7.871073e-04,2.658219e+01,9.589163e-01
7.815085e+02,3.984615e+02,-1.033228e+02,-4.139660e-03,7.269306e+02,2.566486e-03,9.966463e-01,1.328234e-07,3.503171e-08,1.678551e-07,2.566486e-03,3.265843e-03,5.832497e-03,9.966463e-01,7.870953e-04,2.721260e+01,9.816574e-01
7.815085e+02,4.076923e+02,-1.057164e+02,-4.235559e-03,7.437707e+02,2.578354e-03,9.966342e-01,3.059079e-07,3.120450e-08,3.371124e-07,2.578354e-03,3.341373e-03,5.920064e-03,9.966342e-01,7.870843e-04,2.784300e+01,1.004398e+00
7.815085e+02,4.169231e+02,-1.081100e+02,-4.331459e-03,7.606108e+02,2.590040e-03,9.966228e-01,9.862706e-08,2.471352e-08,1.233406e-07,2.590040e-03,3.416897e-03,6.007060e-03,9.966228e-01,7.870737e-04,2.847341e+01,1.027140e+00
7.815085e+02,4.261538e+02,-1.105036e+02,-4.427358e-03,7.774508e+02,2.600619e-03,9.966122e-01,9.051017e-08,2.205638e-08,1.125666e-07,2.600619e-03,3.492416e-03,6.093148e-03,9.966122e-01,7.870638e-04,2.910382e+01,1.049881e+00
7.815085e+02,4.353846e+02,-1.128971e+02,-4.523258e-03,7.942909e+02,2.610303e-03,9.966024e-01,1.757031e-07,2.272249e-08,1.984256e-07,2.610303e-03,3.567929e-03,6.178431e-03,9.966024e-01,7.870549e-04,2.973423e+01,1.072622e+00
7.815085e+02,4.446154e+02,-1.152907e+02,-4.619157e-03,8.111310e+02,2.619703e-03,9.965931e-01,8.639448e-08,2.102912e-08,1.074236e-07,2.619703e-03,3.643436e-03,6.263247e-03,9.965931e-01,7.870463e-04,3.036463e+01,1.095363e+00
7.815085e+02,4.538462e+02,-1.176843e+02,-4.715057e-03,8.279711e+02,2.628349e-03,9.965845e-01,7.110290e-08,2.234365e-08,9.344655e-08,2.628349e-03,3.718938e-03,6.347380e-03,9.965845e-01,7.870384e-04,3.099504e+01,1.118104e+00
7.815085e+02,4.630769e+02,-1.200779e+02,-4.810956e-03,8.448112e+02,2.636323e-03,9.965765e-01,9.208753e-08,2.490186e-08,1.169894e-07,2.636323e-03,3.794433e-03,6.430873e-03,9.965765e-01,7.870311e-04,3.162545e+01,1.140845e+00
7.815085e+02,4.723077e+02,-1.224715e+02,-4.906855e-03,8.616513e+02,2.643967e-03,9.965689e-01,5.076555e-08,2.458886e-08,7.535441e-08,2.643967e-03,3.869923e-03,6.513965e-03,9.965689e-01,7.870241e-04,3.225586e+01,1.163586e+00
7.815085e+02,4.815385e+02,-1.248650e+02,-5.002755e-03,8.784914e+02,2.651046e-03,9.965619e-01,4.942732e-08,2.634520e-08,7.577252e-08,2.651046e-03,3.945408e-03,6.596529e-03,9.965619e-01,7.870177e-04,3.288627e+01,1.186327e+00
7.815085e+02,4.907692e+02,-1.272586e+02,-5.098654e-03,8.953315e+02,2.657626e-03,9.965553e-01,4.659557e-08,2.802812e-08,7.462369e-08,2.657626e-03,4.020886e-03,6.678587e-03,9.965553e-01,7.870117e-04,3.351667e+01,1.209068e+00
7.815085e+02,5.000000e+02,-1.296522e+02,-5.194554e-03,9.121716e+02,2.663885e-03,9.965491e-01,2.387337e-08,2.658585e-08,5.045922e-08,2.663885e-03,4.096359e-03,6.760294e-03,9.965491e-01,7.870059e-04,3.414708e+01,1.231809e+00
7.815932e+02,1.400000e+02,-3.390703e+01,-1.358495e-03,2.245414e+02,5.902197e-04,9.984874e-01,1.325565e-04,1.075794e-06,1.336323e-04,5.902197e-04,1.009926e-03,1.733778e-03,9.984874e-01,7.887315e-04,8.930247e+00,3.221465e-01
7.815932e+02,1.492308e+02,-3.614266e+01,-1.448066e-03,2.393463e+02,1.269269e-03,9.977039e-01,2.375730e-04,1.166705e-06,2.387397e-04,1.269269e-03,1.076478e-03,2.584487e-03,9.977039e-01,7.880714e-04,9.519055e+00,3.433869e-01
7.815932e+02,1.584615e+02,-3.837829e+01,-1.537638e-03,2.541512e+02,2.937849e-04,9.988228e-01,9.346484e-05,1.064567e-06,9.452941e-05,2.937849e-04,1.143027e-03,1.531341e-03,9.988228e-01,7.889066e-04,1.010786e+01,3.646274e-01
7.815932e+02,1.676923e+02,-4.061392e+01,-1.627209e-03,2.689561e+02,2.847716e-04,9.989140e-01,1.141604e-05,8.201535e-07,1.223620e-05,2.847716e-04,1.209570e-03,1.506578e-03,9.989140e-01,7.890089e-04,1.069667e+01,3.858678e-01
7.815932e+02,1.769231e+02,-4.284955e+01,-1.716780e-03,2.837611e+02,6.094024e-04,9.985700e-01,3.109924e-05,6.629940e-07,3.176223e-05,6.094024e-04,1.276110e-03,1.917274e-03,9.985700e-01,7.887903e-04,1.128548e+01,4.071082e-01
7.815932e+02,1.861538e+02,-4.508518e+01,-1.806351e-03,2.985660e+02,9.458273e-04,9.982312e-01,3.387896e-05,5.490782e-07,3.442804e-05,9.458273e-04,1.342645e-03,2.322900e-03,9.982312e-01,7.885292e-04,1.187428e+01,4.283487e-01
7.815932e+02,1.953846e+02,-4.732080e+01,-1.895922e-03,3.133709e+02,1.221974e-03,9.979636e-01,2.567398e-05,4.545869e-07,2.612857e-05,1.221974e-03,1.409175e-03,2.657278e-03,9.979636e-01,7.883027e-04,1.246309e+01,4.495891e-01
7.815932e+02,2.046154e+02,-4.955643e+01,-1.985493e-03,3.281758e+02,1.437784e-03,9.977570e-01,1.675913e-05,3.734594e-07,1.713259e-05,1.437784e-03,1.475701e-03,2.930618e-03,9.977570e-01,7.881196e-04,1.305190e+01,4.708295e-01
7.815932e+02,2.138462e+02,-5.179206e+01,-2.075064e-03,3.429807e+02,1.606585e-03,9.975950e-01,1.017684e-05,3.048639e-07,1.048170e-05,1.606585e-03,1.542223e-03,3.159289e-03,9.975950e-01,7.879729e-04,1.364071e+01,4.920699e-01
7.815932e+02,2.230769e+02,-5.402769e+01,-2.164635e-03,3.577857e+02,1.740735e-03,9.974651e-01,6.044101e-06,2.489949e-07,6.293096e-06,1.740735e-03,1.608740e-03,3.355769e-03,9.974651e-01,7.878543e-04,1.422951e+01,5.133104e-01
7.815932e+02,2.323077e+02,-5.626332e+01,-2.254207e-03,3.725906e+02,1.849481e-03,9.973588e-01,3.740385e-06,2.057792e-07,3.946164e-06,1.849481e-03,1.675253e-03,3.528680e-03,9.973588e-01,7.877567e-04,1.481832e+01,5.345508e-01
7.815932e+02,2.415385e+02,-5.849895e+01,-2.343778e-03,3.873955e+02,1.939383e-03,9.972701e-01,2.620392e-06,1.745297e-07,2.794921e-06,1.939383e-03,1.741761e-03,3.683940e-03,9.972701e-01,7.876751e-04,1.540713e+01,5.557912e-01
7.815932e+02,2.507692e+02,-6.073458e+01,-2.433349e-03,4.022004e+02,2.015063e-03,9.971950e-01,2.189428e-06,1.539507e-07,2.343379e-06,2.015063e-03,1.808265e-03,3.825671e-03,9.971950e-01,7.876058e-04,1.599594e+01,5.770317e-01
7.815932e+02,2.600000e+02,-6.297020e+01,-2.522920e-03,4.170054e+02,2.079796e-03,9.971304e-01,2.112041e-06,1.422834e-07,2.254324e-06,2.079796e-03,1.874765e-03,3.956815e-03,9.971304e-01,7.875463e-04,1.658475e+01,5.982721e-01
7.815932e+02,2.692308e+02,-6.520583e+01,-2.612491e-03,4.318103e+02,2.135939e-03,9.970743e-01,2.178614e-06,1.374972e-07,2.316111e-06,2.135939e-03,1.941260e-03,4.079515e-03,9.970743e-01,7.874944e-04,1.717355e+01,6.195125e-01
7.815932e+02,2.784615e+02,-6.744146e+01,-2.702062e-03,4.466152e+02,2.185211e-03,9.970249e-01,2.268603e-06,1.374825e-07,2.406085e-06,2.185211e-03,2.007750e-03,4.195367e-03,9.970249e-01,7.874488e-04,1.776236e+01,6.407530e-01
7.815932e+02,2.876923e+02,-6.967709e+01,-2.791633e-03,4.614201e+02,2.228888e-03,9.969812e-01,2.320568e-06,1.402202e-07,2.460788e-06,2.228888e-03,2.074236e-03,4.305585e-03,9.969812e-01,7.874083e-04,1.835117e+01,6.619934e-01
7.815932e+02,2.969231e+02,-7.191272e+01,-2.881204e-03,4.762251e+02,2.267933e-03,9.969422e-01,2.310203e-06,1.439155e-07,2.454118e-06,2.267933e-03,2.140718e-03,4.411106e-03,9.969422e-01,7.873720e-04,1.893998e+01,6.832338e-01
7.815932e+02,3.061538e+02,-7.414835e+01,-2.970776e-03,4.910300e+02,2.303087e-03,9.969072e-01,2.235074e-06,1.470900e-07,2.382164e-06,2.303087e-03,2.207196e-03,4.512664e-03,9.969072e-01,7.873393e-04,1.952878e+01,7.044742e-01
7.815932e+02,3.153846e+02,-7.638397e+01,-3.060347e-03,5.058349e+02,2.334924e-03,9.968755e-01,2.104429e-06,1.486355e-07,2.253064e-06,2.334924e-03,2.273668e-03,4.610845e-03,9.968755e-01,7.873097e-04,2.011759e+01,7.257147e-01
7.815932e+02,3.246154e+02,-7.861960e+01,-3.149918e-03,5.206398e+02,2.363902e-03,9.968467e-01,1.932636e-06,1.478296e-07,2.080465e-06,2.363902e-03,2.340137e-03,4.706119e-03,9.968467e-01,7.872828e-04,2.070640e+01,7.469551e-01
7.815932e+02,3.338462e+02,-8.085523e+01,-3.239489e-03,5.354448e+02,2.390389e-03,9.968205e-01,1.735152e-06,1.443196e-07,1.879472e-06,2.390389e-03,2.406601e-03,4.798869e-03,9.968205e-01,7.872582e-04,2.129521e+01,7.681955e-01
7.815932e+02,3.430769e+02,-8.309086e+01,-3.329060e-03,5.502497e+02,2.414684e-03,9.967964e-01,1.526214e-06,1.380832e-07,1.664297e-06,2.414684e-03,2.473061e-03,4.889409e-03,9.967964e-01,7.872356e-04,2.188401e+01,7.894360e-01
7.815932e+02,3.523077e+02,-8.532649e+01,-3.418631e-03,5.650546e+02,2.437037e-03,9.967743e-01,1.317672e-06,1.293708e-07,1.447043e-06,2.437037e-03,2.539516e-03,4.978000e-03,9.967743e-01,7.872149e-04,2.247282e+01,8.106764e-01
7.815932e+02,3.615385e+02,-8.756212e+01,-3.508202e-03,5.798595e+02,2.457655e-03,9.967539e-01,1.118567e-06,1.186382e-07,1.237205e-06,2.457655e-03,2.605966e-03,5.064859e-03,9.967539e-01,7.871958e-04,2.306163e+01,8.319168e-01
7.815932e+02,3.707692e+02,-8.979775e+01,-3.597773e-03,5.946645e+02,2.476717e-03,9.967351e-01,9.351599e-07,1.064755e-07,1.041635e-06,2.476717e-03,2.672413e-03,5.150172e-03,9.967351e-01,7.871782e-04,2.365044e+01,8.531573e-01
7.815932e+02,3.800000e+02,-9.203337e+01,-3.687345e-03,6.094694e+02,2.494375e-03,9.967176e-01,7.712235e-07,9.353800e-08,8.647615e-07,2.494375e-03,2.738855e-03,5.234094e-03,9.967176e-01,7.871619e-04,2.423924e+01,8.743977e-01
7.815932e+02,3.892308e+02,-9.426900e+01,-3.776916e-03,6.242743e+02,2.510760e-03,9.967014e-01,6.284642e-07,8.048343e-08,7.089476e-07,2.510760e-03,2.805292e-03,5.316761e-03,9.967014e-01,7.871467e-04,2.482805e+01,8.956381e-01
7.815932e+02,3.984615e+02,-9.650463e+01,-3.866487e-03,6.390792e+02,2.525988e-03,9.966863e-01,5.069835e-07,6.791962e-08,5.749031e-07,2.525988e-03,2.871725e-03,5.398288e-03,9.966863e-01,7.871327e-04,2.541686e+01,9.168785e-01
7.815932e+02,4.076923e+02,-9.874026e+01,-3.956058e-03,6.538842e+02,2.540160e-03,9.966723e-01,4.057258e-07,5.636343e-08,4.620892e-07,2.540160e-03,2.938154e-03,5.478776e-03,9.966723e-01,7.871196e-04,2.600567e+01,9.381190e-01
7.815932e+02,4.169231e+02,-1.009759e+02,-4.045629e-03,6.686891e+02,2.553368e-03,9.966592e-01,3.228788e-07,4.621347e-08,3.690923e-07,2.553368e-03,3.004578e-03,5.558315e-03,9.966592e-01,7.871074e-04,2.659447e+01,9.593594e-01
7.815932e+02,4.261538e+02,-1.032115e+02,-4.135200e-03,6.834940e+02,2.565690e-03,9.966469e-01,2.562094e-07,3.773482e-08,2.939442e-07,2.565690e-03,3.070998e-03,5.636982e-03,9.966469e-01,7.870961e-04,2.718328e+01,9.805998e-01
7.815932e+02,4.353846e+02,-1.054471e+02,-4.224771e-03,6.982989e+02,2.577200e-03,9.966355e-01,2.033295e-07,3.105654e-08,2.343861e-07,2.577200e-03,3.137413e-03,5.714848e-03,9.966355e-01,7.870854e-04,2.777209e+01,1.001840e+00
7.815932e+02,4.446154e+02,-1.076828e+02,-4.314342e-03,7.131039e+02,2.587962e-03,9.966248e-01,1.618931e-07,2.617931e-08,1.880724e-07,2.587962e-03,3.203824e-03,5.791974e-03,9.966248e-01,7.870755e-04,2.836090e+01,1.023081e+00
7.815932e+02,4.538462e+02,-1.099184e+02,-4.403914e-03,7.279088e+02,2.598034e-03,9.966147e-01,1.297305e-07,2.299101e-08,1.527216e-07,2.598034e-03,3.270231e-03,5.868417e-03,9.966147e-01,7.870663e-04,2.894970e+01,1.044321e+00
7.815932e+02,4.630769e+02,-1.121540e+02,-4.493485e-03,7.427137e+02,2.607468e-03,9.966053e-01,1.049291e-07,2.128886e-08,1.262180e-07,2.607468e-03,3.336633e-03,5.944227e-03,9.966053e-01,7.870576e-04,2.953851e+01,1.065562e+00
7.815932e+02,4.723077e+02,-1.143897e+02,-4.583056e-03,7.575186e+02,2.616312e-03,9.965965e-01,8.587030e-08,2.080499e-08,1.066753e-07,2.616312e-03,3.403030e-03,6.019449e-03,9.965965e-01,7.870495e-04,3.012732e+01,1.086802e+00
7.815932e+02,4.815385e+02,-1.166253e+02,-4.672627e-03,7.723236e+02,2.624609e-03,9.965883e-01,7.123360e-08,2.123309e-08,9.246669e-08,2.624609e-03,3.469424e-03,6.094125e-03,9.965883e-01,7.870418e-04,3.071613e+01,1.108042e+00
7.815932e+02,4.907692e+02,-1.188609e+02,-4.762198e-03,7.871285e+02,2.632398e-03,9.965805e-01,5.997699e-08,2.225449e-08,8.223148e-08,2.632398e-03,3.535812e-03,6.168293e-03,9.965805e-01,7.870347e-04,3.130493e+01,1.129283e+00
7.815932e+02,5.000000e+02,-1.210965e+02,-4.851769e-03,8.019334e+02,2.639714e-03,9.965732e-01,5.130247e-08,2.356186e-08,7.486433e-08,2.639714e-03,3.602197e-03,6.241986e-03,9.965732e-01,7.870280e-04,3.189374e+01,1.150523e+00
7.816780e+02,1.400000e+02,-3.179257e+01,-1.273779e-03,1.989775e+02,1.156155e-03,9.977329e-01,3.214356e-04,1.333096e-06,3.227687e-04,1.156155e-03,8.949981e-04,2.373922e-03,9.977329e-01,7.882144e-04,8.373351e+00,3.020572e-01
7.816780e+02,1.492308e+02,-3.388878e+01,-1.357764e-03,2.120969e+02,5.571581e-04,9.985103e-01,1.426995e-04,1.073045e-06,1.437725e-04,5.571581e-04,9.539808e-04,1.654911e-03,9.985103e-01,7.887575e-04,8.925440e+00,3.219731e-01
7.816780e+02,1.584615e+02,-3.598499e+01,-1.441749e-03,2.252163e+02,1.062462e-03,9.978586e-01,2.896406e-04,1.107366e-06,2.907479e-04,1.062462e-03,1.012960e-03,2.366170e-03,9.978586e-01,7.882399e-04,9.477529e+00,3.418889e-01
7.816780e+02,1.676923e+02,-3.808121e+01,-1.525735e-03,2.383357e+02,3.228609e-04,9.988238e-01,6.345524e-05,1.034332e-06,6.448957e-05,3.228609e-04,1.071936e-03,1.459286e-03,9.988238e-01,7.888657e-04,1.002962e+01,3.618048e-01
7.816780e+02,1.769231e+02,-4.017742e+01,-1.609720e-03,2.514551e+02,2.508520e-04,9.989472e-01,1.205944e-05,8.669471e-07,1.292638e-05,2.508520e-04,1.130908e-03,1.394686e-03,9.989472e-01,7.890220e-04,1.058171e+01,3.817207e-01
7.816780e+02,1.861538e+02,-4.227363e+01,-1.693706e-03,2.645745e+02,5.810822e-04,9.986173e-01,1.205409e-05,7.141685e-07,1.276826e-05,5.810822e-04,1.189877e-03,1.783727e-03,9.986173e-01,7.888072e-04,1.113380e+01,4.016365e-01
7.816780e+02,1.953846e+02,-4.436984e+01,-1.777691e-03,2.776939e+02,8.720858e-04,9.983112e-01,2.750630e-05,5.845423e-07,2.809085e-05,8.720858e-04,1.248842e-03,2.149019e-03,9.983112e-01,7.885879e-04,1.168588e+01,4.215524e-01
7.816780e+02,2.046154e+02,-4.646606e+01,-1.861676e-03,2.908133e+02,1.113631e-03,9.980671e-01,3.036492e-05,4.889878e-07,3.085391e-05,1.113631e-03,1.307804e-03,2.452288e-03,9.980671e-01,7.883924e-04,1.223797e+01,4.414683e-01
7.816780e+02,2.138462e+02,-4.856227e+01,-1.945662e-03,3.039327e+02,1.357214e-03,9.978438e-01,1.041021e-05,4.083535e-07,1.081857e-05,1.357214e-03,1.366762e-03,2.734795e-03,9.978438e-01,7.881888e-04,1.279006e+01,4.613841e-01
7.816780e+02,2.230769e+02,-5.065848e+01,-2.029647e-03,3.170521e+02,1.531721e-03,9.976707e-01,9.247907e-06,3.388541e-07,9.586762e-06,1.531721e-03,1.425717e-03,2.967025e-03,9.976707e-01,7.880387e-04,1.334215e+01,4.813000e-01
7.816780e+02,2.323077e+02,-5.275470e+01,-2.113633e-03,3.301715e+02,1.647647e-03,9.975428e-01,2.138178e-05,2.726041e-07,2.165438e-05,1.647647e-03,1.484668e-03,3.153970e-03,9.975428e-01,7.879353e-04,1.389424e+01,5.012158e-01
7.816780e+02,2.415385e+02,-5.485091e+01,-2.197618e-03,3.432909e+02,1.775479e-03,9.974265e-01,9.958371e-06,2.237356e-07,1.018211e-05,1.775479e-03,1.543616e-03,3.329278e-03,9.974265e-01,7.878226e-04,1.444633e+01,5.211317e-01
7.816780e+02,2.507692e+02,-5.694712e+01,-2.281603e-03,3.564103e+02,1.877222e-03,9.973304e-01,4.409517e-06,1.960024e-07,4.605519e-06,1.877222e-03,1.602561e-03,3.484389e-03,9.973304e-01,7.877314e-04,1.499842e+01,5.410476e-01
7.816780e+02,2.600000e+02,-5.904334e+01,-2.365589e-03,3.695297e+02,1.943578e-03,9.972549e-01,1.372151e-05,1.671428e-07,1.388865e-05,1.943578e-03,1.661502e-03,3.618969e-03,9.972549e-01,7.876697e-04,1.555051e+01,5.609634e-01
7.816780e+02,2.692308e+02,-6.113955e+01,-2.449574e-03,3.826491e+02,2.022000e-03,9.971839e-01,6.386508e-06,1.471911e-07,6.533699e-06,2.022000e-03,1.720439e-03,3.748973e-03,9.971839e-01,7.875989e-04,1.610260e+01,5.808793e-01
7.816780e+02,2.784615e+02,-6.323576e+01,-2.533560e-03,3.957685e+02,2.085851e-03,9.971238e-01,2.680536e-06,1.461003e-07,2.826637e-06,2.085851e-03,1.779373e-03,3.868051e-03,9.971238e-01,7.875406e-04,1.665469e+01,6.007951e-01
7.816780e+02,2.876923e+02,-6.533198e+01,-2.617545e-03,4.088879e+02,2.130110e-03,9.970735e-01,8.714036e-06,1.417894e-07,8.855826e-06,2.130110e-03,1.838304e-03,3.977270e-03,9.970735e-01,7.874988e-04,1.720678e+01,6.207110e-01
7.816780e+02,2.969231e+02,-6.742819e+01,-2.701530e-03,4.220073e+02,2.183629e-03,9.970255e-01,3.312221e-06,1.370726e-07,3.449293e-06,2.183629e-03,1.897231e-03,4.084309e-03,9.970255e-01,7.874501e-04,1.775886e+01,6.406269e-01
7.816780e+02,3.061538e+02,-6.952440e+01,-2.785516e-03,4.351267e+02,2.226173e-03,9.969844e-01,1.913673e-06,1.459893e-07,2.059663e-06,2.226173e-03,1.956154e-03,4.184387e-03,9.969844e-01,7.874107e-04,1.831095e+01,6.605427e-01
7.816780e+02,3.153846e+02,-7.162062e+01,-2.869501e-03,4.482461e+02,2.259150e-03,9.969481e-01,5.188723e-06,1.492675e-07,5.337991e-06,2.259150e-03,2.015074e-03,4.279562e-03,9.969481e-01,7.873796e-04,1.886304e+01,6.804586e-01
7.816780e+02,3.246154e+02,-7.371683e+01,-2.953487e-03,4.613655e+02,2.297527e-03,9.969135e-01,1.493247e-06,1.461193e-07,1.639367e-06,2.297527e-03,2.073991e-03,4.373157e-03,9.969135e-01,7.873445e-04,1.941513e+01,7.003744e-01
7.816780e+02,3.338462e+02,-7.581304e+01,-3.037472e-03,4.744849e+02,2.327780e-03,9.968834e-01,1.359684e-06,1.525817e-07,1.512266e-06,2.327780e-03,2.132904e-03,4.462196e-03,9.968834e-01,7.873163e-04,1.996722e+01,7.202903e-01
7.816780e+02,3.430769e+02,-7.790925e+01,-3.121457e-03,4.876043e+02,2.353776e-03,9.968559e-01,2.840170e-06,1.521597e-07,2.992329e-06,2.353776e-03,2.191814e-03,4.548582e-03,9.968559e-01,7.872920e-04,2.051931e+01,7.402062e-01
7.816780e+02,3.523077e+02,-8.000547e+01,-3.205443e-03,5.007236e+02,2.382094e-03,9.968299e-01,6.457652e-07,1.432417e-07,7.890069e-07,2.382094e-03,2.250720e-03,4.633602e-03,9.968299e-01,7.872660e-04,2.107140e+01,7.601220e-01
7.816780e+02,3.615385e+02,-8.210168e+01,-3.289428e-03,5.138430e+02,2.405044e-03,9.968067e-01,8.451528e-07,1.423958e-07,9.875487e-07,2.405044e-03,2.309622e-03,4.715654e-03,9.968067e-01,7.872447e-04,2.162349e+01,7.800379e-01
7.816780e+02,3.707692e+02,-8.419789e+01,-3.373414e-03,5.269624e+02,2.425846e-03,9.967853e-01,1.509702e-06,1.349536e-07,1.644656e-06,2.425846e-03,2.368522e-03,4.796012e-03,9.967853e-01,7.872253e-04,2.217558e+01,7.999538e-01
7.816780e+02,3.800000e+02,-8.629411e+01,-3.457399e-03,5.400818e+02,2.447463e-03,9.967649e-01,2.691600e-07,1.200652e-07,3.892252e-07,2.447463e-03,2.427417e-03,4.875269e-03,9.967649e-01,7.872054e-04,2.272767e+01,8.198696e-01
7.816780e+02,3.892308e+02,-8.839032e+01,-3.541384e-03,5.532012e+02,2.465597e-03,9.967466e-01,4.828946e-07,1.135984e-07,5.964930e-07,2.465597e-03,2.486310e-03,4.952504e-03,9.967466e-01,7.871886e-04,2.327976e+01,8.397855e-01
7.816780e+02,3.984615e+02,-9.048653e+01,-3.625370e-03,5.663206e+02,2.482363e-03,9.967295e-01,8.526951e-07,1.014552e-07,9.541504e-07,2.482363e-03,2.545198e-03,5.028515e-03,9.967295e-01,7.871730e-04,2.383184e+01,8.597013e-01
7.816780e+02,4.076923e+02,-9.258275e+01,-3.709355e-03,5.794400e+02,2.499454e-03,9.967132e-01,8.203890e-08,8.495046e-08,1.669894e-07,2.499454e-03,2.604084e-03,5.103705e-03,9.967132e-01,7.871573e-04,2.438393e+01,8.796172e-01
7.816780e+02,4.169231e+02,-9.467896e+01,-3.793341e-03,5.925594e+02,2.514017e-03,9.966984e-01,3.267448e-07,7.715228e-08,4.038971e-07,2.514017e-03,2.662965e-03,5.177387e-03,9.966984e-01,7.871437e-04,2.493602e+01,8.995331e-01
7.816780e+02,4.261538e+02,-9.677517e+01,-3.877326e-03,6.056788e+02,2.527760e-03,9.966845e-01,5.096999e-07,6.487119e-08,5.745711e-07,2.527760e-03,2.721844e-03,5.250178e-03,9.966845e-01,7.871310e-04,2.548811e+01,9.194489e-01
7.816780e+02,4.353846e+02,-9.887139e+01,-3.961311e-03,6.187982e+02,2.541553e-03,9.966713e-01,1.581605e-08,5.157366e-08,6.738971e-08,2.541553e-03,2.780719e-03,5.322339e-03,9.966713e-01,7.871183e-04,2.604020e+01,9.393648e-01
7.816780e+02,4.446154e+02,-1.009676e+02,-4.045297e-03,6.319176e+02,2.553387e-03,9.966592e-01,2.792835e-07,4.597304e-08,3.252565e-07,2.553387e-03,2.839590e-03,5.393302e-03,9.966592e-01,7.871074e-04,2.659229e+01,9.592806e-01
7.816780e+02,4.538462e+02,-1.030638e+02,-4.129282e-03,6.450370e+02,2.564855e-03,9.966477e-01,2.957886e-07,3.739818e-08,3.331868e-07,2.564855e-03,2.898458e-03,5.463646e-03,9.966477e-01,7.870968e-04,2.714438e+01,9.791965e-01
7.816780e+02,4.630769e+02,-1.051600e+02,-4.213268e-03,6.581564e+02,2.576063e-03,9.966368e-01,3.211068e-08,2.955849e-08,6.166917e-08,2.576063e-03,2.957322e-03,5.533447e-03,9.966368e-01,7.870865e-04,2.769647e+01,9.991124e-01
7.816780e+02,4.723077e+02,-1.072562e+02,-4.297253e-03,6.712758e+02,2.585856e-03,9.966268e-01,2.303559e-07,2.765933e-08,2.580152e-07,2.585856e-03,3.016183e-03,5.602297e-03,9.966268e-01,7.870774e-04,2.824856e+01,1.019028e+00
7.816780e+02,4.815385e+02,-1.093525e+02,-4.381238e-03,6.843952e+02,2.595487e-03,9.966173e-01,1.663059e-07,2.401621e-08,1.903221e-07,2.595487e-03,3.075041e-03,5.670718e-03,9.966173e-01,7.870686e-04,2.880065e+01,1.038944e+00
7.816780e+02,4.907692e+02,-1.114487e+02,-4.465224e-03,6.975146e+02,2.604655e-03,9.966082e-01,6.218192e-08,2.094122e-08,8.312314e-08,2.604655e-03,3.133895e-03,5.738633e-03,9.966082e-01,7.870602e-04,2.935273e+01,1.058860e+00
7.816780e+02,5.000000e+02,-1.135449e+02,-4.549209e-03,7.106340e+02,2.612893e-03,9.965999e-01,1.576313e-07,2.228242e-08,1.799137e-07,2.612893e-03,3.192745e-03,5.805819e-03,9.965999e-01,7.870526e-04,2.990482e+01,1.078776e+00
7.817627e+02,1.400000e+02,-2.991220e+01,-1.198441e-03,1.775686e+02,9.541573e-04,9.980361e-01,2.198022e-04,1.588225e-06,2.213904e-04,9.541573e-04,7.987393e-04,1.974287e-03,9.980361e-01,7.883659e-04,7.878112e+00,2.841921e-01
7.817627e+02,1.492308e+02,-3.188444e+01,-1.277459e-03,1.892764e+02,1.166892e-03,9.977310e-01,3.125619e-04,1.335812e-06,3.138977e-04,1.166892e-03,8.513810e-04,2.332171e-03,9.977310e-01,7.881983e-04,8.397547e+00,3.029301e-01
