# distance_um=4.0
# waist_um=1.0
# t_gate_us=9.0
# delta_start_mhz=-40.0
# delta_end_mhz=40.0
# wl_min=781.0
# wl_max=786.0
# n_wl=60
# power_min_uw=140.0
# power_max_uw=500.0
# n_power=40
# wl,power_uw,delta_A_mhz,delta_B_mhz,scatter_A_hz,P_gg,P_gr,P_rg,P_rr,pinning_leak,crosstalk,scatter_penalty,total_cost,P_target,other_residual,delta_A_over_Omega,delta_A_over_V
7.810000e+02,3.430769e+02,-1.515885e+02,-1.919741e-12,1.741023e+03,3.044209e-03,9.961698e-01,2.172029e-08,7.677811e-10,2.248807e-08,3.044209e-03,1.554708e-02,1.859131e-02,9.961698e-01,7.859260e-04,3.992453e+01,7.104191e-01
7.810000e+02,3.523077e+02,-1.556671e+02,-1.971394e-12,1.787867e+03,3.041229e-03,9.961728e-01,2.186143e-08,6.064526e-10,2.246788e-08,3.041229e-03,1.596203e-02,1.900329e-02,9.961728e-01,7.859320e-04,4.099873e+01,7.295336e-01
7.810000e+02,3.615385e+02,-1.597457e+02,-2.023046e-12,1.834710e+03,3.038398e-03,9.961756e-01,1.887876e-08,7.650093e-10,1.964377e-08,3.038398e-03,1.637681e-02,1.941523e-02,9.961756e-01,7.859379e-04,4.207294e+01,7.486480e-01
7.810000e+02,3.707692e+02,-1.638243e+02,-2.074698e-12,1.881554e+03,3.035759e-03,9.961783e-01,1.760085e-08,7.445585e-10,1.834540e-08,3.035759e-03,1.679141e-02,1.982719e-02,9.961783e-01,7.859437e-04,4.314714e+01,7.677624e-01
7.810000e+02,3.800000e+02,-1.679029e+02,-2.126350e-12,1.928398e+03,3.033260e-03,9.961808e-01,1.274454e-08,9.516128e-10,1.369616e-08,3.033260e-03,1.720584e-02,2.023911e-02,9.961808e-01,7.859494e-04,4.422134e+01,7.868768e-01
7.810000e+02,3.892308e+02,-1.719815e+02,-2.178003e-12,1.975241e+03,3.030928e-03,9.961831e-01,9.341826e-09,8.601527e-10,1.020198e-08,3.030928e-03,1.762009e-02,2.065103e-02,9.961831e-01,7.859548e-04,4.529555e+01,8.059912e-01
7.810000e+02,3.984615e+02,-1.760601e+02,-2.229655e-12,2.022085e+03,3.028723e-03,9.961853e-01,6.764549e-09,9.644309e-10,7.728980e-09,3.028723e-03,1.803417e-02,2.106290e-02,9.961853e-01,7.859601e-04,4.636975e+01,8.251056e-01
7.810000e+02,4.076923e+02,-1.801388e+02,-2.281307e-12,2.068929e+03,3.026664e-03,9.961874e-01,2.537607e-09,7.298859e-10,3.267493e-09,3.026664e-03,1.844807e-02,2.147474e-02,9.961874e-01,7.859652e-04,4.744395e+01,8.442201e-01
7.810000e+02,4.169231e+02,-1.842174e+02,-2.332959e-12,2.115772e+03,3.024719e-03,9.961893e-01,2.335300e-09,7.027336e-10,3.038034e-09,3.024719e-03,1.886180e-02,2.188652e-02,9.961893e-01,7.859701e-04,4.851815e+01,8.633345e-01
7.810000e+02,4.261538e+02,-1.882960e+02,-2.384611e-12,2.162616e+03,3.022898e-03,9.961911e-01,6.565423e-10,4.236516e-10,1.080194e-09,3.022898e-03,1.927535e-02,2.229825e-02,9.961911e-01,7.859749e-04,4.959236e+01,8.824489e-01
7.810000e+02,4.353846e+02,-1.923746e+02,-2.436264e-12,2.209460e+03,3.021181e-03,9.961928e-01,6.845044e-10,3.572882e-10,1.041793e-09,3.021181e-03,1.968873e-02,2.270991e-02,9.961928e-01,7.859795e-04,5.066656e+01,9.015633e-01
7.810000e+02,4.446154e+02,-1.964532e+02,-2.487916e-12,2.256303e+03,3.019569e-03,9.961944e-01,1.457176e-09,1.754112e-10,1.632587e-09,3.019569e-03,2.010194e-02,2.312151e-02,9.961944e-01,7.859840e-04,5.174076e+01,9.206777e-01
7.810000e+02,4.538462e+02,-2.005318e+02,-2.539568e-12,2.303147e+03,3.018049e-03,9.961960e-01,1.494379e-09,1.780922e-10,1.672472e-09,3.018049e-03,2.051497e-02,2.353302e-02,9.961960e-01,7.859882e-04,5.281496e+01,9.397921e-01
7.810000e+02,4.630769e+02,-2.046104e+02,-2.591220e-12,2.349991e+03,3.016621e-03,9.961974e-01,2.297585e-09,1.404610e-10,2.438046e-09,3.016621e-03,2.092783e-02,2.394445e-02,9.961974e-01,7.859924e-04,5.388917e+01,9.589065e-01
7.810000e+02,4.723077e+02,-2.086890e+02,-2.642873e-12,2.396834e+03,3.015272e-03,9.961987e-01,2.289881e-09,2.375614e-10,2.527442e-09,3.015272e-03,2.134051e-02,2.435578e-02,9.961987e-01,7.859964e-04,5.496337e+01,9.780210e-01
7.810000e+02,4.815385e+02,-2.127677e+02,-2.694525e-12,2.443678e+03,3.014003e-03,9.962000e-01,2.345812e-09,2.723653e-10,2.618177e-09,3.014003e-03,2.175302e-02,2.476702e-02,9.962000e-01,7.860002e-04,5.603757e+01,9.971354e-01
7.810000e+02,4.907692e+02,-2.168463e+02,-2.746177e-12,2.490522e+03,3.012804e-03,9.962012e-01,1.953254e-09,3.993897e-10,2.352644e-09,3.012804e-03,2.216535e-02,2.517816e-02,9.962012e-01,7.860039e-04,5.711177e+01,1.016250e+00
7.810000e+02,5.000000e+02,-2.209249e+02,-2.797829e-12,2.537365e+03,3.011675e-03,9.962023e-01,1.653019e-09,4.027709e-10,2.055790e-09,3.011675e-03,2.257751e-02,2.558919e-02,9.962023e-01,7.860075e-04,5.818598e+01,1.035364e+00
7.810847e+02,1.400000e+02,-5.546531e+01,-7.024219e-13,5.750565e+02,2.155804e-03,9.970456e-01,1.085457e-05,6.336922e-10,1.085521e-05,2.155804e-03,5.162139e-03,7.328798e-03,9.970456e-01,7.877150e-04,1.460815e+01,2.599381e-01
7.810847e+02,1.492308e+02,-5.912237e+01,-7.487354e-13,6.129723e+02,2.496121e-03,9.967104e-01,6.279419e-06,5.365815e-10,6.279956e-06,2.496121e-03,5.501562e-03,8.003963e-03,9.967104e-01,7.871833e-04,1.557132e+01,2.770769e-01
7.810847e+02,1.584615e+02,-6.277942e+01,-7.950490e-13,6.508882e+02,2.702419e-03,9.964973e-01,1.343454e-05,1.118754e-09,1.343565e-05,2.702419e-03,5.840869e-03,8.556723e-03,9.964973e-01,7.868124e-04,1.653450e+01,2.942157e-01
7.810847e+02,1.676923e+02,-6.643647e+01,-8.413625e-13,6.888040e+02,2.849749e-03,9.963572e-01,6.505466e-06,1.738822e-09,6.507205e-06,2.849749e-03,6.180060e-03,9.036316e-03,9.963572e-01,7.865358e-04,1.749767e+01,3.113545e-01
7.810847e+02,1.769231e+02,-7.009353e+01,-8.876760e-13,7.267198e+02,2.945446e-03,9.962668e-01,1.422019e-06,2.007533e-09,1.424026e-06,2.945446e-03,6.519136e-03,9.466005e-03,9.962668e-01,7.863387e-04,1.846085e+01,3.284932e-01
7.810847e+02,1.861538e+02,-7.375058e+01,-9.339895e-13,7.646356e+02,3.000020e-03,9.962099e-01,3.868036e-06,2.340927e-09,3.870377e-06,3.000020e-03,6.858096e-03,9.861986e-03,9.962099e-01,7.862040e-04,1.942402e+01,3.456320e-01
7.810847e+02,1.953846e+02,-7.740763e+01,-9.803031e-13,8.025514e+02,3.037054e-03,9.961731e-01,3.708308e-06,2.626630e-09,3.710935e-06,3.037054e-03,7.196940e-03,1.023771e-02,9.961731e-01,7.861053e-04,2.038720e+01,3.627708e-01
7.810847e+02,2.046154e+02,-8.106469e+01,-1.026617e-12,8.404672e+02,3.063877e-03,9.961492e-01,9.291051e-07,2.360968e-09,9.314661e-07,3.063877e-03,7.535668e-03,1.060048e-02,9.961492e-01,7.860316e-04,2.135037e+01,3.799096e-01
7.810847e+02,2.138462e+02,-8.472174e+01,-1.072930e-12,8.783830e+02,3.078717e-03,9.961348e-01,5.250610e-07,1.844719e-09,5.269058e-07,3.078717e-03,7.874282e-03,1.095353e-02,9.961348e-01,7.859803e-04,2.231354e+01,3.970483e-01
7.810847e+02,2.230769e+02,-8.837879e+01,-1.119244e-12,9.162989e+02,3.085845e-03,9.961269e-01,1.265824e-06,1.582982e-09,1.267407e-06,3.085845e-03,8.212779e-03,1.129989e-02,9.961269e-01,7.859449e-04,2.327672e+01,4.141871e-01
7.810847e+02,2.323077e+02,-9.203585e+01,-1.165557e-12,9.542147e+02,3.090419e-03,9.961229e-01,7.399975e-07,1.363138e-09,7.413606e-07,3.090419e-03,8.551161e-03,1.164232e-02,9.961229e-01,7.859190e-04,2.423989e+01,4.313259e-01
7.810847e+02,2.415385e+02,-9.569290e+01,-1.211871e-12,9.921305e+02,3.092522e-03,9.961215e-01,3.147794e-08,1.037001e-09,3.251494e-08,3.092522e-03,8.889428e-03,1.198198e-02,9.961215e-01,7.859009e-04,2.520307e+01,4.484647e-01
7.810847e+02,2.507692e+02,-9.934995e+01,-1.258184e-12,1.030046e+03,3.091547e-03,9.961224e-01,2.125021e-07,1.008479e-09,2.135105e-07,3.091547e-03,9.227579e-03,1.231934e-02,9.961224e-01,7.858897e-04,2.616624e+01,4.656034e-01
7.810847e+02,2.600000e+02,-1.030070e+02,-1.304498e-12,1.067962e+03,3.089156e-03,9.961245e-01,4.567996e-07,1.331700e-09,4.581313e-07,3.089156e-03,9.565615e-03,1.265523e-02,9.961245e-01,7.858830e-04,2.712942e+01,4.827422e-01
7.810847e+02,2.692308e+02,-1.066641e+02,-1.350811e-12,1.105878e+03,3.086603e-03,9.961273e-01,2.389511e-07,1.599512e-09,2.405506e-07,3.086603e-03,9.903535e-03,1.299038e-02,9.961273e-01,7.858790e-04,2.809259e+01,4.998810e-01
7.810847e+02,2.784615e+02,-1.103211e+02,-1.397125e-12,1.143794e+03,3.083528e-03,9.961305e-01,5.374608e-08,1.845376e-09,5.559145e-08,3.083528e-03,1.024134e-02,1.332492e-02,9.961305e-01,7.858777e-04,2.905577e+01,5.170198e-01
7.810847e+02,2.876923e+02,-1.139782e+02,-1.443438e-12,1.181710e+03,3.079746e-03,9.961343e-01,1.200691e-07,2.337032e-09,1.224061e-07,3.079746e-03,1.057903e-02,1.365890e-02,9.961343e-01,7.858786e-04,3.001894e+01,5.341586e-01
7.810847e+02,2.969231e+02,-1.176352e+02,-1.489752e-12,1.219625e+03,3.075834e-03,9.961381e-01,1.518019e-07,2.774949e-09,1.545769e-07,3.075834e-03,1.091661e-02,1.399259e-02,9.961381e-01,7.858808e-04,3.098212e+01,5.512973e-01
7.810847e+02,3.061538e+02,-1.212923e+02,-1.536065e-12,1.257541e+03,3.072088e-03,9.961419e-01,7.550087e-08,2.791446e-09,7.829232e-08,3.072088e-03,1.125406e-02,1.432623e-02,9.961419e-01,7.858840e-04,3.194529e+01,5.684361e-01
7.810847e+02,3.153846e+02,-1.249493e+02,-1.582379e-12,1.295457e+03,3.068330e-03,9.961457e-01,4.461799e-08,2.662122e-09,4.728011e-08,3.068330e-03,1.159141e-02,1.465979e-02,9.961457e-01,7.858880e-04,3.290847e+01,5.855749e-01
7.810847e+02,3.246154e+02,-1.286064e+02,-1.628693e-12,1.333373e+03,3.064542e-03,9.961495e-01,6.028454e-08,2.650049e-09,6.293459e-08,3.064542e-03,1.192864e-02,1.499324e-02,9.961495e-01,7.858924e-04,3.387164e+01,6.027137e-01
7.810847e+02,3.338462e+02,-1.322634e+02,-1.675006e-12,1.371289e+03,3.060913e-03,9.961531e-01,4.164367e-08,2.448586e-09,4.409226e-08,3.060913e-03,1.226575e-02,1.532671e-02,9.961531e-01,7.858975e-04,3.483481e+01,6.198524e-01
7.810847e+02,3.430769e+02,-1.359205e+02,-1.721320e-12,1.409204e+03,3.057468e-03,9.961566e-01,1.559970e-08,1.918308e-09,1.751801e-08,3.057468e-03,1.260275e-02,1.566024e-02,9.961566e-01,7.859027e-04,3.579799e+01,6.369912e-01
7.810847e+02,3.523077e+02,-1.395775e+02,-1.767633e-12,1.447120e+03,3.054125e-03,9.961599e-01,2.328722e-08,1.457745e-09,2.474497e-08,3.054125e-03,1.293964e-02,1.599379e-02,9.961599e-01,7.859080e-04,3.676116e+01,6.541300e-01
7.810847e+02,3.615385e+02,-1.432346e+02,-1.813947e-12,1.485036e+03,3.050911e-03,9.961631e-01,3.155850e-08,1.234616e-09,3.279312e-08,3.050911e-03,1.327641e-02,1.632735e-02,9.961631e-01,7.859135e-04,3.772434e+01,6.712688e-01
7.810847e+02,3.707692e+02,-1.468917e+02,-1.860260e-12,1.522952e+03,3.047886e-03,9.961662e-01,2.001089e-08,9.781732e-10,2.098906e-08,3.047886e-03,1.361306e-02,1.666097e-02,9.961662e-01,7.859190e-04,3.868751e+01,6.884075e-01
7.810847e+02,3.800000e+02,-1.505487e+02,-1.906574e-12,1.560868e+03,3.045021e-03,9.961690e-01,1.588028e-08,6.852311e-10,1.656551e-08,3.045021e-03,1.394960e-02,1.699464e-02,9.961690e-01,7.859245e-04,3.965069e+01,7.055463e-01
7.810847e+02,3.892308e+02,-1.542058e+02,-1.952887e-12,1.598784e+03,3.042277e-03,9.961718e-01,2.466708e-08,6.318686e-10,2.529895e-08,3.042277e-03,1.428602e-02,1.732833e-02,9.961718e-01,7.859298e-04,4.061386e+01,7.226851e-01
7.810847e+02,3.984615e+02,-1.578628e+02,-1.999201e-12,1.636699e+03,3.039675e-03,9.961744e-01,2.401386e-08,7.440365e-10,2.475790e-08,3.039675e-03,1.462233e-02,1.766203e-02,9.961744e-01,7.859351e-04,4.157704e+01,7.398239e-01
7.810847e+02,4.076923e+02,-1.615199e+02,-2.045514e-12,1.674615e+03,3.037231e-03,9.961768e-01,1.494722e-08,7.577869e-10,1.570501e-08,3.037231e-03,1.495853e-02,1.799578e-02,9.961768e-01,7.859404e-04,4.254021e+01,7.569627e-01
7.810847e+02,4.169231e+02,-1.651769e+02,-2.091828e-12,1.712531e+03,3.034917e-03,9.961791e-01,1.373806e-08,7.600965e-10,1.449816e-08,3.034917e-03,1.529461e-02,1.832954e-02,9.961791e-01,7.859456e-04,4.350339e+01,7.741014e-01
7.810847e+02,4.261538e+02,-1.688340e+02,-2.138141e-12,1.750447e+03,3.032716e-03,9.961813e-01,1.598854e-08,9.070039e-10,1.689555e-08,3.032716e-03,1.563058e-02,1.866331e-02,9.961813e-01,7.859506e-04,4.446656e+01,7.912402e-01
7.810847e+02,4.353846e+02,-1.724910e+02,-2.184455e-12,1.788363e+03,3.030638e-03,9.961834e-01,1.053589e-08,1.002956e-09,1.153885e-08,3.030638e-03,1.596643e-02,1.899708e-02,9.961834e-01,7.859555e-04,4.542973e+01,8.083790e-01
7.810847e+02,4.446154e+02,-1.761481e+02,-2.230768e-12,1.826278e+03,3.028681e-03,9.961854e-01,3.346303e-09,8.840941e-10,4.230397e-09,3.028681e-03,1.630216e-02,1.933085e-02,9.961854e-01,7.859602e-04,4.639291e+01,8.255178e-01
7.810847e+02,4.538462e+02,-1.798051e+02,-2.277082e-12,1.864194e+03,3.026828e-03,9.961872e-01,2.535514e-09,7.386381e-10,3.274152e-09,3.026828e-03,1.663779e-02,1.966462e-02,9.961872e-01,7.859648e-04,4.735608e+01,8.426565e-01
7.810847e+02,4.630769e+02,-1.834622e+02,-2.323395e-12,1.902110e+03,3.025070e-03,9.961890e-01,3.317284e-09,6.877832e-10,4.005067e-09,3.025070e-03,1.697329e-02,1.999837e-02,9.961890e-01,7.859693e-04,4.831926e+01,8.597953e-01
7.810847e+02,4.723077e+02,-1.871192e+02,-2.369709e-12,1.940026e+03,3.023411e-03,9.961906e-01,1.200411e-09,5.729241e-10,1.773335e-09,3.023411e-03,1.730869e-02,2.033210e-02,9.961906e-01,7.859736e-04,4.928243e+01,8.769341e-01
7.810847e+02,4.815385e+02,-1.907763e+02,-2.416023e-12,1.977942e+03,3.021842e-03,9.961922e-01,7.717172e-11,3.586649e-10,4.358367e-10,3.021842e-03,1.764396e-02,2.066581e-02,9.961922e-01,7.859777e-04,5.024561e+01,8.940729e-01
7.810847e+02,4.907692e+02,-1.944333e+02,-2.462336e-12,2.015857e+03,3.020355e-03,9.961937e-01,1.519183e-09,2.248300e-10,1.744013e-09,3.020355e-03,1.797913e-02,2.099949e-02,9.961937e-01,7.859818e-04,5.120878e+01,9.112117e-01
7.810847e+02,5.000000e+02,-1.980904e+02,-2.508650e-12,2.053773e+03,3.018946e-03,9.961951e-01,1.936645e-09,1.981247e-10,2.134770e-09,3.018946e-03,1.831418e-02,2.133313e-02,9.961951e-01,7.859857e-04,5.217196e+01,9.283504e-01
7.811695e+02,1.400000e+02,-5.023725e+01,-6.362129e-13,4.750263e+02,1.311651e-03,9.978721e-01,2.744338e-05,1.681893e-09,2.744506e-05,1.311651e-03,4.266111e-03,5.605207e-03,9.978721e-01,7.888129e-04,1.323121e+01,2.354368e-01
7.811695e+02,1.492308e+02,-5.354960e+01,-6.781610e-13,5.063467e+02,1.914850e-03,9.972895e-01,7.553941e-06,7.775575e-10,7.554718e-06,1.914850e-03,4.546752e-03,6.469157e-03,9.972895e-01,7.880619e-04,1.410360e+01,2.509601e-01
7.811695e+02,1.584615e+02,-5.686195e+01,-7.201091e-13,5.376671e+02,2.291805e-03,9.969042e-01,1.651020e-05,5.037477e-10,1.651070e-05,2.291805e-03,4.827315e-03,7.135631e-03,9.969042e-01,7.875011e-04,1.497599e+01,2.664835e-01
7.811695e+02,1.676923e+02,-6.017429e+01,-7.620572e-13,5.689875e+02,2.563384e-03,9.966389e-01,1.061572e-05,8.069501e-10,1.061653e-05,2.563384e-03,5.107798e-03,7.681799e-03,9.966389e-01,7.870649e-04,1.584837e+01,2.820068e-01
7.811695e+02,1.769231e+02,-6.348664e+01,-8.040053e-13,6.003079e+02,2.746328e-03,9.964629e-01,4.040236e-06,1.040710e-09,4.041277e-06,2.746328e-03,5.388203e-03,8.138572e-03,9.964629e-01,7.867429e-04,1.672076e+01,2.975301e-01
7.811695e+02,1.861538e+02,-6.679899e+01,-8.459534e-13,6.316283e+02,2.855890e-03,9.963475e-01,1.005970e-05,1.785113e-09,1.006149e-05,2.855890e-03,5.668528e-03,8.534479e-03,9.963475e-01,7.865175e-04,1.759315e+01,3.130534e-01
7.811695e+02,1.953846e+02,-7.011133e+01,-8.879015e-13,6.629488e+02,2.944307e-03,9.962668e-01,2.527149e-06,2.154112e-09,2.529304e-06,2.944307e-03,5.948774e-03,8.895611e-03,9.962668e-01,7.863392e-04,1.846554e+01,3.285767e-01
7.811695e+02,2.046154e+02,-7.342368e+01,-9.298496e-13,6.942692e+02,2.997049e-03,9.962138e-01,2.912468e-06,2.272226e-09,2.914740e-06,2.997049e-03,6.228942e-03,9.228906e-03,9.962138e-01,7.862135e-04,1.933792e+01,3.441000e-01
7.811695e+02,2.138462e+02,-7.673603e+01,-9.717977e-13,7.255896e+02,3.031194e-03,9.961788e-01,3.910004e-06,2.642249e-09,3.912647e-06,3.031194e-03,6.509030e-03,9.544137e-03,9.961788e-01,7.861212e-04,2.021031e+01,3.596233e-01
7.811695e+02,2.230769e+02,-8.004837e+01,-1.013746e-12,7.569100e+02,3.058914e-03,9.961544e-01,5.962632e-07,2.341318e-09,5.986046e-07,3.058914e-03,6.789040e-03,9.848553e-03,9.961544e-01,7.860486e-04,2.108270e+01,3.751466e-01
7.811695e+02,2.323077e+02,-8.336072e+01,-1.055694e-12,7.882304e+02,3.072969e-03,9.961395e-01,1.561132e-06,2.021643e-09,1.563154e-06,3.072969e-03,7.068970e-03,1.014350e-02,9.961395e-01,7.859983e-04,2.195509e+01,3.906699e-01
7.811695e+02,2.415385e+02,-8.667307e+01,-1.097642e-12,8.195508e+02,3.082669e-03,9.961301e-01,1.234835e-06,1.891506e-09,1.236727e-06,3.082669e-03,7.348822e-03,1.043273e-02,9.961301e-01,7.859602e-04,2.282747e+01,4.061932e-01
7.811695e+02,2.507692e+02,-8.998541e+01,-1.139590e-12,8.508712e+02,3.089487e-03,9.961245e-01,1.061207e-07,1.362312e-09,1.074831e-07,3.089487e-03,7.628595e-03,1.071819e-02,9.961245e-01,7.859315e-04,2.369986e+01,4.217165e-01
7.811695e+02,2.600000e+02,-9.329776e+01,-1.181538e-12,8.821916e+02,3.091025e-03,9.961223e-01,8.110579e-07,1.174954e-09,8.122329e-07,3.091025e-03,7.908288e-03,1.100013e-02,9.961223e-01,7.859123e-04,2.457225e+01,4.372398e-01
7.811695e+02,2.692308e+02,-9.661011e+01,-1.223486e-12,9.135121e+02,3.091969e-03,9.961217e-01,4.012528e-07,1.122367e-09,4.023752e-07,3.091969e-03,8.187904e-03,1.128028e-02,9.961217e-01,7.858980e-04,2.544464e+01,4.527631e-01
7.811695e+02,2.784615e+02,-9.992245e+01,-1.265434e-12,9.448325e+02,3.091542e-03,9.961225e-01,3.425382e-08,9.992001e-10,3.525302e-08,3.091542e-03,8.467440e-03,1.155902e-02,9.961225e-01,7.858881e-04,2.631702e+01,4.682865e-01
7.811695e+02,2.876923e+02,-1.032348e+02,-1.307383e-12,9.761529e+02,3.089041e-03,9.961246e-01,4.280526e-07,1.335272e-09,4.293879e-07,3.089041e-03,8.746897e-03,1.183637e-02,9.961246e-01,7.858826e-04,2.718941e+01,4.838098e-01
7.811695e+02,2.969231e+02,-1.065471e+02,-1.349331e-12,1.007473e+03,3.086775e-03,9.961272e-01,1.924934e-07,1.557948e-09,1.940514e-07,3.086775e-03,9.026276e-03,1.211325e-02,9.961272e-01,7.858790e-04,2.806180e+01,4.993331e-01
