# distance_um=4.5
# waist_um=2.0
# t_gate_us=9
# delta_start_mhz=-80
# delta_end_mhz=80
# wl_min=781.0
# wl_max=786.0
# n_wl=60
# power_min_uw=140.0
# power_max_uw=500.0
# n_power=40
# rabi_420_hz=135000000.0
# rabi_1013_hz=135000000.0
# Delta_hz=2400000000.0
# ac_stark_peak_mhz=1.8984375
# ac_stark_off=False
# sweep_delta_min_mhz=80.0
# sweep_delta_max_mhz=80.0
# n_delta=1
# sweep_tgate_min_us=9.0
# sweep_tgate_max_us=9.0
# n_tgate=1
# fix_wl=None
# fix_power_uw=None
# wl,power_uw,delta_A_mhz,delta_B_mhz,scatter_A_hz,P_gg,P_gr,P_rg,P_rr,pinning_leak,crosstalk,scatter_penalty,total_cost,P_target,other_residual,delta_A_over_Omega,delta_A_over_V,delta_half_mhz,t_gate_us
7.824407e+02,3.892308e+02,-5.573506e+01,-2.233042e-03,2.383175e+02,1.525430e-05,9.987992e-01,3.891427e-04,7.233296e-06,3.963760e-04,1.525430e-05,2.142559e-03,2.554189e-03,9.987992e-01,7.891258e-04,1.467919e+01,5.295319e-01,8.000000e+01,9.000000e+00
7.824407e+02,3.984615e+02,-5.705684e+01,-2.285999e-03,2.439692e+02,6.907604e-06,9.989023e-01,3.000363e-04,1.565930e-06,3.016023e-04,6.907604e-06,2.193314e-03,2.501824e-03,9.989023e-01,7.891521e-04,1.502732e+01,5.420899e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.076923e+02,-5.837862e+01,-2.338957e-03,2.496210e+02,1.703919e-05,9.987786e-01,4.071634e-04,8.027576e-06,4.151910e-04,1.703919e-05,2.244068e-03,2.676298e-03,9.987786e-01,7.891473e-04,1.537544e+01,5.546480e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.169231e+02,-5.970040e+01,-2.391914e-03,2.552728e+02,7.736336e-06,9.988848e-01,3.153596e-04,2.961741e-06,3.183214e-04,7.736336e-06,2.294818e-03,2.620876e-03,9.988848e-01,7.891843e-04,1.572356e+01,5.672061e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.261538e+02,-6.102218e+01,-2.444872e-03,2.609246e+02,4.579484e-06,9.988594e-01,3.457626e-04,1.149977e-06,3.469126e-04,4.579484e-06,2.345567e-03,2.697059e-03,9.988594e-01,7.890989e-04,1.607168e+01,5.797641e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.353846e+02,-6.234396e+01,-2.497829e-03,2.665764e+02,2.653322e-05,9.987846e-01,3.946035e-04,5.111358e-06,3.997149e-04,2.653322e-05,2.396312e-03,2.822560e-03,9.987846e-01,7.891045e-04,1.641981e+01,5.923222e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.446154e+02,-6.366574e+01,-2.550787e-03,2.722282e+02,2.648579e-05,9.987831e-01,3.947099e-04,6.517559e-06,4.012274e-04,2.648579e-05,2.447055e-03,2.874768e-03,9.987831e-01,7.891495e-04,1.676793e+01,6.048803e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.538462e+02,-6.498752e+01,-2.603744e-03,2.778800e+02,2.619583e-05,9.987880e-01,3.902928e-04,6.366459e-06,3.966593e-04,2.619583e-05,2.497796e-03,2.920651e-03,9.987880e-01,7.891588e-04,1.711605e+01,6.174383e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.630769e+02,-6.630930e+01,-2.656702e-03,2.835318e+02,3.010978e-05,9.987817e-01,3.936750e-04,5.351716e-06,3.990267e-04,3.010978e-05,2.548533e-03,2.977670e-03,9.987817e-01,7.891140e-04,1.746418e+01,6.299964e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.723077e+02,-6.763108e+01,-2.709659e-03,2.891836e+02,2.326303e-05,9.988081e-01,3.773956e-04,2.210418e-06,3.796060e-04,2.326303e-05,2.599269e-03,3.002138e-03,9.988081e-01,7.890470e-04,1.781230e+01,6.425545e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.815385e+02,-6.895286e+01,-2.762617e-03,2.948354e+02,2.891214e-06,9.988898e-01,3.179470e-04,2.527285e-07,3.181997e-04,2.891214e-06,2.650001e-03,2.971092e-03,9.988898e-01,7.891589e-04,1.816042e+01,6.551125e-01,8.000000e+01,9.000000e+00
7.824407e+02,4.907692e+02,-7.027464e+01,-2.815574e-03,3.004872e+02,2.571282e-05,9.988309e-01,3.488761e-04,5.222225e-06,3.540983e-04,2.571282e-05,2.700731e-03,3.080543e-03,9.988309e-01,7.892509e-04,1.850855e+01,6.676706e-01,8.000000e+01,9.000000e+00
7.824407e+02,5.000000e+02,-7.159642e+01,-2.868532e-03,3.061390e+02,4.131477e-05,9.988211e-01,3.477927e-04,8.325290e-07,3.486252e-04,4.131477e-05,2.751459e-03,3.141399e-03,9.988211e-01,7.889941e-04,1.885667e+01,6.802287e-01,8.000000e+01,9.000000e+00
7.825254e+02,1.400000e+02,-1.922059e+01,-7.700785e-04,7.959061e+01,5.282088e-06,9.982835e-01,3.855736e-04,5.359343e-04,9.215079e-04,5.282088e-06,7.160590e-04,1.642849e-03,9.982835e-01,7.896880e-04,5.062212e+00,1.826124e-01,8.000000e+01,9.000000e+00
7.825254e+02,1.492308e+02,-2.048788e+01,-8.208529e-04,8.483834e+01,2.268592e-06,9.981899e-01,5.333134e-04,4.848420e-04,1.018155e-03,2.268592e-06,7.632536e-04,1.783678e-03,9.981899e-01,7.896503e-04,5.395984e+00,1.946528e-01,8.000000e+01,9.000000e+00
7.825254e+02,1.584615e+02,-2.175517e+01,-8.716273e-04,9.008607e+01,9.079570e-06,9.982316e-01,5.415722e-04,4.281674e-04,9.697396e-04,9.079570e-06,8.104461e-04,1.789265e-03,9.982316e-01,7.895928e-04,5.729756e+00,2.066932e-01,8.000000e+01,9.000000e+00
7.825254e+02,1.676923e+02,-2.302246e+01,-9.224017e-04,9.533381e+01,1.040077e-05,9.983134e-01,5.050613e-04,3.815534e-04,8.866147e-04,1.040077e-05,8.576363e-04,1.754652e-03,9.983134e-01,7.895456e-04,6.063529e+00,2.187335e-01,8.000000e+01,9.000000e+00
7.825254e+02,1.769231e+02,-2.428975e+01,-9.731761e-04,1.005815e+02,3.610703e-06,9.985402e-01,3.648292e-04,3.019037e-04,6.667330e-04,3.610703e-06,9.048242e-04,1.575168e-03,9.985402e-01,7.894634e-04,6.397301e+00,2.307739e-01,8.000000e+01,9.000000e+00
7.825254e+02,1.861538e+02,-2.555704e+01,-1.023951e-03,1.058293e+02,8.511315e-06,9.988052e-01,1.642135e-04,2.327294e-04,3.969430e-04,8.511315e-06,9.520100e-04,1.357464e-03,9.988052e-01,7.893751e-04,6.731073e+00,2.428143e-01,8.000000e+01,9.000000e+00
7.825254e+02,1.953846e+02,-2.682433e+01,-1.074725e-03,1.110770e+02,1.026127e-05,9.986346e-01,3.459600e-04,2.197814e-04,5.657414e-04,1.026127e-05,9.991935e-04,1.575196e-03,9.986346e-01,7.893767e-04,7.064845e+00,2.548547e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.046154e+02,-2.809163e+01,-1.125499e-03,1.163247e+02,3.389415e-06,9.985831e-01,4.094010e-04,2.146997e-04,6.241007e-04,3.389415e-06,1.046375e-03,1.673865e-03,9.985831e-01,7.893822e-04,7.398617e+00,2.668951e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.138462e+02,-2.935892e+01,-1.176274e-03,1.215725e+02,4.812932e-06,9.988044e-01,2.556752e-04,1.457711e-04,4.014462e-04,4.812932e-06,1.093554e-03,1.499813e-03,9.988044e-01,7.892990e-04,7.732390e+00,2.789354e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.230769e+02,-3.062621e+01,-1.227048e-03,1.268202e+02,4.715566e-06,9.987263e-01,3.348148e-04,1.448733e-04,4.796882e-04,4.715566e-06,1.140731e-03,1.625134e-03,9.987263e-01,7.893039e-04,8.066162e+00,2.909758e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.323077e+02,-3.189350e+01,-1.277823e-03,1.320679e+02,7.185009e-06,9.986030e-01,4.547765e-04,1.457091e-04,6.004857e-04,7.185009e-06,1.187905e-03,1.795576e-03,9.986030e-01,7.893172e-04,8.399934e+00,3.030162e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.415385e+02,-3.316079e+01,-1.328597e-03,1.373157e+02,5.352494e-06,9.988232e-01,2.894485e-04,9.276792e-05,3.822164e-04,5.352494e-06,1.235078e-03,1.622647e-03,9.988232e-01,7.892485e-04,8.733706e+00,3.150566e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.507692e+02,-3.442808e+01,-1.379371e-03,1.425634e+02,4.488888e-06,9.989175e-01,2.205256e-04,6.824482e-05,2.887704e-04,4.488888e-06,1.282248e-03,1.575507e-03,9.989175e-01,7.892146e-04,9.067479e+00,3.270969e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.600000e+02,-3.569537e+01,-1.430146e-03,1.478111e+02,8.867188e-06,9.989223e-01,2.228325e-04,5.676578e-05,2.795983e-04,8.867188e-06,1.329416e-03,1.617881e-03,9.989223e-01,7.891973e-04,9.401251e+00,3.391373e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.692308e+02,-3.696267e+01,-1.480920e-03,1.530589e+02,6.782791e-06,9.989263e-01,2.297068e-04,4.806918e-05,2.777760e-04,6.782791e-06,1.376581e-03,1.661140e-03,9.989263e-01,7.891894e-04,9.735023e+00,3.511777e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.784615e+02,-3.822996e+01,-1.531695e-03,1.583066e+02,8.423937e-06,9.988769e-01,2.805857e-04,4.490260e-05,3.254883e-04,8.423937e-06,1.423745e-03,1.757657e-03,9.988769e-01,7.891951e-04,1.006880e+01,3.632181e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.876923e+02,-3.949725e+01,-1.582469e-03,1.635543e+02,1.051267e-05,9.987340e-01,4.092782e-04,5.701870e-05,4.662969e-04,1.051267e-05,1.470906e-03,1.947716e-03,9.987340e-01,7.892258e-04,1.040257e+01,3.752585e-01,8.000000e+01,9.000000e+00
7.825254e+02,2.969231e+02,-4.076454e+01,-1.633243e-03,1.688021e+02,1.048325e-05,9.987665e-01,3.874557e-04,4.635401e-05,4.338097e-04,1.048325e-05,1.518065e-03,1.962358e-03,9.987665e-01,7.892000e-04,1.073634e+01,3.872988e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.061538e+02,-4.203183e+01,-1.684018e-03,1.740498e+02,6.257287e-06,9.989221e-01,2.608022e-04,2.167443e-05,2.824767e-04,6.257287e-06,1.565222e-03,1.853956e-03,9.989221e-01,7.891644e-04,1.107011e+01,3.993392e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.153846e+02,-4.329912e+01,-1.734792e-03,1.792975e+02,8.070695e-06,9.987357e-01,4.282337e-04,3.879811e-05,4.670319e-04,8.070695e-06,1.612376e-03,2.087479e-03,9.987357e-01,7.892053e-04,1.140388e+01,4.113796e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.246154e+02,-4.456641e+01,-1.785567e-03,1.845453e+02,7.619291e-06,9.989001e-01,2.872586e-04,1.586463e-05,3.031232e-04,7.619291e-06,1.659529e-03,1.970271e-03,9.989001e-01,7.891649e-04,1.173766e+01,4.234200e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.338462e+02,-4.583371e+01,-1.836341e-03,1.897930e+02,4.192975e-06,9.988655e-01,3.251187e-04,1.603676e-05,3.411555e-04,4.192975e-06,1.706679e-03,2.052027e-03,9.988655e-01,7.891509e-04,1.207143e+01,4.354603e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.430769e+02,-4.710100e+01,-1.887115e-03,1.950407e+02,9.666970e-06,9.987550e-01,4.219316e-04,2.422147e-05,4.461530e-04,9.666970e-06,1.753827e-03,2.209647e-03,9.987550e-01,7.891864e-04,1.240520e+01,4.475007e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.523077e+02,-4.836829e+01,-1.937890e-03,2.002885e+02,1.401938e-05,9.987698e-01,4.064568e-04,2.049736e-05,4.269542e-04,1.401938e-05,1.800972e-03,2.241946e-03,9.987698e-01,7.891931e-04,1.273897e+01,4.595411e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.615385e+02,-4.963558e+01,-1.988664e-03,2.055362e+02,1.823614e-05,9.987960e-01,3.812912e-04,1.529281e-05,3.965841e-04,1.823614e-05,1.848116e-03,2.262936e-03,9.987960e-01,7.891856e-04,1.307275e+01,4.715815e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.707692e+02,-5.090287e+01,-2.039439e-03,2.107839e+02,1.518197e-05,9.987909e-01,3.902812e-04,1.449159e-05,4.047727e-04,1.518197e-05,1.895257e-03,2.315212e-03,9.987909e-01,7.891891e-04,1.340652e+01,4.836219e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.800000e+02,-5.217016e+01,-2.090213e-03,2.160317e+02,1.765524e-05,9.987651e-01,4.136426e-04,1.438281e-05,4.280254e-04,1.765524e-05,1.942396e-03,2.388077e-03,9.987651e-01,7.891772e-04,1.374029e+01,4.956622e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.892308e+02,-5.343745e+01,-2.140987e-03,2.212794e+02,8.713680e-06,9.988097e-01,3.836185e-04,8.808842e-06,3.924274e-04,8.713680e-06,1.989533e-03,2.390674e-03,9.988097e-01,7.891352e-04,1.407406e+01,5.077026e-01,8.000000e+01,9.000000e+00
7.825254e+02,3.984615e+02,-5.470474e+01,-2.191762e-03,2.265271e+02,5.535771e-06,9.989080e-01,2.959589e-04,1.346558e-06,2.973055e-04,5.535771e-06,2.036667e-03,2.339509e-03,9.989080e-01,7.891315e-04,1.440783e+01,5.197430e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.076923e+02,-5.597204e+01,-2.242536e-03,2.317749e+02,1.740996e-05,9.987992e-01,3.846227e-04,9.567816e-06,3.941905e-04,1.740996e-05,2.083800e-03,2.495400e-03,9.987992e-01,7.891892e-04,1.474161e+01,5.317834e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.169231e+02,-5.723933e+01,-2.293311e-03,2.370226e+02,3.327482e-06,9.988736e-01,3.321734e-04,1.810294e-06,3.339837e-04,3.327482e-06,2.130930e-03,2.468241e-03,9.988736e-01,7.891111e-04,1.507538e+01,5.438238e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.261538e+02,-5.850662e+01,-2.344085e-03,2.422703e+02,1.873841e-05,9.987921e-01,3.914436e-04,8.581437e-06,4.000251e-04,1.873841e-05,2.178057e-03,2.596821e-03,9.987921e-01,7.891845e-04,1.540915e+01,5.558641e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.353846e+02,-5.977391e+01,-2.394859e-03,2.475180e+02,3.381229e-06,9.989015e-01,3.044985e-04,1.434817e-06,3.059333e-04,3.381229e-06,2.225183e-03,2.534498e-03,9.989015e-01,7.891643e-04,1.574292e+01,5.679045e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.446154e+02,-6.104120e+01,-2.445634e-03,2.527658e+02,5.825932e-06,9.988536e-01,3.500158e-04,1.432437e-06,3.514482e-04,5.825932e-06,2.272306e-03,2.629581e-03,9.988536e-01,7.890964e-04,1.607670e+01,5.799449e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.538462e+02,-6.230849e+01,-2.496408e-03,2.580135e+02,2.056266e-05,9.987944e-01,3.914521e-04,4.532420e-06,3.959845e-04,2.056266e-05,2.319428e-03,2.735975e-03,9.987944e-01,7.890995e-04,1.641047e+01,5.919853e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.630769e+02,-6.357578e+01,-2.547183e-03,2.632612e+02,3.107051e-05,9.987790e-01,3.952608e-04,5.579465e-06,4.008403e-04,3.107051e-05,2.366547e-03,2.798457e-03,9.987790e-01,7.891134e-04,1.674424e+01,6.040256e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.723077e+02,-6.484308e+01,-2.597957e-03,2.685090e+02,2.724832e-05,9.987822e-01,3.963412e-04,5.136675e-06,4.014778e-04,2.724832e-05,2.413663e-03,2.842389e-03,9.987822e-01,7.891065e-04,1.707801e+01,6.160660e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.815385e+02,-6.611037e+01,-2.648732e-03,2.737567e+02,2.766190e-05,9.987990e-01,3.812840e-04,3.034691e-06,3.843187e-04,2.766190e-05,2.460778e-03,2.872758e-03,9.987990e-01,7.890618e-04,1.741178e+01,6.281064e-01,8.000000e+01,9.000000e+00
7.825254e+02,4.907692e+02,-6.737766e+01,-2.699506e-03,2.790044e+02,7.297630e-06,9.988599e-01,3.435276e-04,2.343818e-07,3.437620e-04,7.297630e-06,2.507890e-03,2.858950e-03,9.988599e-01,7.890878e-04,1.774556e+01,6.401468e-01,8.000000e+01,9.000000e+00
7.825254e+02,5.000000e+02,-6.864495e+01,-2.750280e-03,2.842522e+02,3.160278e-06,9.988862e-01,3.188876e-04,2.470067e-06,3.213577e-04,3.160278e-06,2.555000e-03,2.879518e-03,9.988862e-01,7.892546e-04,1.807933e+01,6.521872e-01,8.000000e+01,9.000000e+00
7.826102e+02,1.400000e+02,-1.845215e+01,-7.392909e-04,7.411050e+01,1.400195e-05,9.982491e-01,3.782242e-04,5.689763e-04,9.472004e-04,1.400195e-05,6.667721e-04,1.627975e-03,9.982491e-01,7.897020e-04,4.859825e+00,1.753116e-01,8.000000e+01,9.000000e+00
7.826102e+02,1.492308e+02,-1.966877e+01,-7.880353e-04,7.899691e+01,1.065798e-05,9.983698e-01,3.360521e-04,4.938669e-04,8.299190e-04,1.065798e-05,7.107195e-04,1.551296e-03,9.983698e-01,7.896326e-04,5.180253e+00,1.868706e-01,8.000000e+01,9.000000e+00
7.826102e+02,1.584615e+02,-2.088540e+01,-8.367798e-04,8.388332e+01,8.605475e-06,9.983382e-01,4.152464e-04,4.483161e-04,8.635625e-04,8.605475e-06,7.546650e-04,1.626833e-03,9.983382e-01,7.895986e-04,5.500682e+00,1.984296e-01,8.000000e+01,9.000000e+00
7.826102e+02,1.676923e+02,-2.210203e+01,-8.855242e-04,8.876972e+01,9.550813e-06,9.982473e-01,5.336996e-04,4.198701e-04,9.535696e-04,9.550813e-06,7.986085e-04,1.761729e-03,9.982473e-01,7.895831e-04,5.821110e+00,2.099886e-01,8.000000e+01,9.000000e+00
7.826102e+02,1.769231e+02,-2.331865e+01,-9.342687e-04,9.365613e+01,1.109886e-05,9.984210e-01,4.222536e-04,3.561660e-04,7.784196e-04,1.109886e-05,8.425500e-04,1.632069e-03,9.984210e-01,7.895153e-04,6.141538e+00,2.215476e-01,8.000000e+01,9.000000e+00
7.826102e+02,1.861538e+02,-2.453528e+01,-9.830131e-04,9.854254e+01,1.069650e-05,9.987952e-01,1.470802e-04,2.576586e-04,4.047388e-04,1.069650e-05,8.864897e-04,1.301925e-03,9.987952e-01,7.893970e-04,6.461966e+00,2.331066e-01,8.000000e+01,9.000000e+00
7.826102e+02,1.953846e+02,-2.575190e+01,-1.031758e-03,1.034289e+02,5.682849e-06,9.984766e-01,4.555617e-04,2.727414e-04,7.283032e-04,5.682849e-06,9.304274e-04,1.664413e-03,9.984766e-01,7.894397e-04,6.782394e+00,2.446656e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.046154e+02,-2.696853e+01,-1.080502e-03,1.083154e+02,5.033054e-06,9.987686e-01,2.348938e-04,2.021294e-04,4.370232e-04,5.033054e-06,9.743632e-04,1.416419e-03,9.987686e-01,7.893539e-04,7.102822e+00,2.562246e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.138462e+02,-2.818515e+01,-1.129246e-03,1.132018e+02,1.177258e-05,9.985240e-01,4.638312e-04,2.110653e-04,6.748966e-04,1.177258e-05,1.018297e-03,1.704966e-03,9.985240e-01,7.893775e-04,7.423250e+00,2.677836e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.230769e+02,-2.940178e+01,-1.177991e-03,1.180882e+02,4.483514e-06,9.988751e-01,1.907093e-04,1.404482e-04,3.311576e-04,4.483514e-06,1.062229e-03,1.397870e-03,9.988751e-01,7.892881e-04,7.743678e+00,2.793426e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.323077e+02,-3.061840e+01,-1.226735e-03,1.229746e+02,5.693989e-06,9.987458e-01,3.164464e-04,1.427811e-04,4.592275e-04,5.693989e-06,1.106159e-03,1.571080e-03,9.987458e-01,7.892993e-04,8.064106e+00,2.909016e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.415385e+02,-3.183503e+01,-1.275480e-03,1.278610e+02,1.213673e-05,9.985995e-01,4.550394e-04,1.439817e-04,5.990211e-04,1.213673e-05,1.150087e-03,1.761245e-03,9.985995e-01,7.893113e-04,8.384534e+00,3.024606e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.507692e+02,-3.305165e+01,-1.324224e-03,1.327474e+02,9.172806e-06,9.986115e-01,4.617246e-04,1.282752e-04,5.899997e-04,9.172806e-06,1.194013e-03,1.793186e-03,9.986115e-01,7.893003e-04,8.704962e+00,3.140197e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.600000e+02,-3.426828e+01,-1.372969e-03,1.376338e+02,6.566514e-06,9.986451e-01,4.508451e-04,1.081699e-04,5.590150e-04,6.566514e-06,1.237937e-03,1.803519e-03,9.986451e-01,7.892816e-04,9.025390e+00,3.255787e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.692308e+02,-3.548490e+01,-1.421713e-03,1.425202e+02,6.106856e-06,9.986521e-01,4.553204e-04,9.724317e-05,5.525635e-04,6.106856e-06,1.281860e-03,1.840530e-03,9.986521e-01,7.892715e-04,9.345818e+00,3.371377e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.784615e+02,-3.670153e+01,-1.470458e-03,1.474066e+02,5.239925e-06,9.987107e-01,4.154174e-04,7.937176e-05,4.947891e-04,5.239925e-06,1.325780e-03,1.825809e-03,9.987107e-01,7.892461e-04,9.666246e+00,3.486967e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.876923e+02,-3.791815e+01,-1.519202e-03,1.522930e+02,4.464684e-06,9.988805e-01,2.764767e-04,4.932608e-05,3.258027e-04,4.464684e-06,1.369698e-03,1.699966e-03,9.988805e-01,7.891943e-04,9.986674e+00,3.602557e-01,8.000000e+01,9.000000e+00
7.826102e+02,2.969231e+02,-3.913478e+01,-1.567947e-03,1.571794e+02,1.046092e-05,9.988772e-01,2.845439e-04,3.857413e-05,3.231180e-04,1.046092e-05,1.413615e-03,1.747194e-03,9.988772e-01,7.891874e-04,1.030710e+01,3.718147e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.061538e+02,-4.035140e+01,-1.616691e-03,1.620658e+02,1.226315e-05,9.987067e-01,4.364897e-04,5.531216e-05,4.918019e-04,1.226315e-05,1.457529e-03,1.961594e-03,9.987067e-01,7.892210e-04,1.062753e+01,3.833737e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.153846e+02,-4.156803e+01,-1.665435e-03,1.669522e+02,4.590232e-06,9.989342e-01,2.497941e-04,2.224361e-05,2.720377e-04,4.590232e-06,1.501442e-03,1.778070e-03,9.989342e-01,7.891614e-04,1.094796e+01,3.949327e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.246154e+02,-4.278465e+01,-1.714180e-03,1.718386e+02,1.314336e-05,9.987310e-01,4.264975e-04,4.011606e-05,4.666135e-04,1.314336e-05,1.545352e-03,2.025109e-03,9.987310e-01,7.892022e-04,1.126839e+01,4.064917e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.338462e+02,-4.400128e+01,-1.762924e-03,1.767250e+02,8.774847e-06,9.988621e-01,3.181523e-04,2.176832e-05,3.399206e-04,8.774847e-06,1.589261e-03,1.937957e-03,9.988621e-01,7.891793e-04,1.158881e+01,4.180507e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.430769e+02,-4.521791e+01,-1.811669e-03,1.816115e+02,7.334915e-06,9.989146e-01,2.757797e-04,1.310465e-05,2.888843e-04,7.334915e-06,1.633168e-03,1.929387e-03,9.989146e-01,7.891422e-04,1.190924e+01,4.296097e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.523077e+02,-4.643453e+01,-1.860413e-03,1.864979e+02,7.474149e-06,9.988205e-01,3.629650e-04,1.985337e-05,3.828184e-04,7.474149e-06,1.677073e-03,2.067365e-03,9.988205e-01,7.891594e-04,1.222967e+01,4.411687e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.615385e+02,-4.765116e+01,-1.909158e-03,1.913843e+02,8.512496e-06,9.987714e-01,4.094725e-04,2.141032e-05,4.308828e-04,8.512496e-06,1.720976e-03,2.160371e-03,9.987714e-01,7.891754e-04,1.255010e+01,4.527277e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.707692e+02,-4.886778e+01,-1.957902e-03,1.962707e+02,1.076665e-05,9.987651e-01,4.158453e-04,1.916246e-05,4.350077e-04,1.076665e-05,1.764877e-03,2.210651e-03,9.987651e-01,7.891745e-04,1.287053e+01,4.642867e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.800000e+02,-5.008441e+01,-2.006647e-03,2.011571e+02,1.050390e-05,9.987827e-01,4.022711e-04,1.533826e-05,4.176094e-04,1.050390e-05,1.808776e-03,2.236889e-03,9.987827e-01,7.891594e-04,1.319095e+01,4.758457e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.892308e+02,-5.130103e+01,-2.055391e-03,2.060435e+02,6.038283e-06,9.988443e-01,3.520612e-04,8.441425e-06,3.605027e-04,6.038283e-06,1.852673e-03,2.219214e-03,9.988443e-01,7.891321e-04,1.351138e+01,4.874047e-01,8.000000e+01,9.000000e+00
7.826102e+02,3.984615e+02,-5.251766e+01,-2.104136e-03,2.109299e+02,3.734113e-06,9.989160e-01,2.887743e-04,2.385572e-06,2.911599e-04,3.734113e-06,1.896568e-03,2.191462e-03,9.989160e-01,7.891333e-04,1.383181e+01,4.989637e-01,8.000000e+01,9.000000e+00
7.826102e+02,4.076923e+02,-5.373428e+01,-2.152880e-03,2.158163e+02,1.256203e-05,9.988329e-01,3.563159e-04,9.005189e-06,3.653211e-04,1.256203e-05,1.940462e-03,2.318345e-03,9.988329e-01,7.891887e-04,1.415224e+01,5.105228e-01,8.000000e+01,9.000000e+00
7.826102e+02,4.169231e+02,-5.495091e+01,-2.201624e-03,2.207027e+02,1.460762e-05,9.987987e-01,3.896348e-04,7.921774e-06,3.975566e-04,1.460762e-05,1.984353e-03,2.396517e-03,9.987987e-01,7.891297e-04,1.447267e+01,5.220818e-01,8.000000e+01,9.000000e+00
7.826102e+02,4.261538e+02,-5.616753e+01,-2.250369e-03,2.255891e+02,1.006756e-05,9.988907e-01,3.068566e-04,3.168213e-06,3.100248e-04,1.006756e-05,2.028242e-03,2.348335e-03,9.988907e-01,7.891670e-04,1.479310e+01,5.336408e-01,8.000000e+01,9.000000e+00
7.826102e+02,4.353846e+02,-5.738416e+01,-2.299113e-03,2.304755e+02,1.240163e-05,9.988062e-01,3.864005e-04,5.860028e-06,3.922605e-04,1.240163e-05,2.072130e-03,2.476792e-03,9.988062e-01,7.891191e-04,1.511352e+01,5.451998e-01,8.000000e+01,9.000000e+00
7.826102e+02,4.446154e+02,-5.860078e+01,-2.347858e-03,2.353619e+02,2.069481e-05,9.988237e-01,3.594023e-04,7.028278e-06,3.664306e-04,2.069481e-05,2.116015e-03,2.503141e-03,9.988237e-01,7.891937e-04,1.543395e+01,5.567588e-01,8.000000e+01,9.000000e+00
7.826102e+02,4.538462e+02,-5.981741e+01,-2.396602e-03,2.402483e+02,2.363452e-06,9.989019e-01,3.058007e-04,8.234400e-07,3.066241e-04,2.363452e-06,2.159899e-03,2.468887e-03,9.989019e-01,7.891498e-04,1.575438e+01,5.683178e-01,8.000000e+01,9.000000e+00
