# distance_um=4.0
# waist_um=1.0
# t_gate_us=4.5
# delta_start_mhz=-40.0
# delta_end_mhz=40.0
# wl_min=781.0
# wl_max=786.0
# n_wl=60
# power_min_uw=140.0
# power_max_uw=500.0
# n_power=40
# wl,power_uw,delta_A_mhz,delta_B_mhz,scatter_A_hz,P_gg,P_gr,P_rg,P_rr,pinning_leak,crosstalk,scatter_penalty,total_cost,P_target,other_residual,delta_A_over_Omega,delta_A_over_V
7.810000e+02,2.323077e+02,-1.026451e+02,-1.299915e-12,1.178899e+03,2.524305e-03,9.966885e-01,6.854275e-08,1.526031e-09,7.006878e-08,2.524305e-03,5.290999e-03,7.815373e-03,9.966885e-01,7.871309e-04,2.703410e+01,4.810461e-01
7.810000e+02,2.415385e+02,-1.067237e+02,-1.351567e-12,1.225743e+03,2.554276e-03,9.966586e-01,4.994611e-08,1.517031e-09,5.146314e-08,2.554276e-03,5.500658e-03,8.054985e-03,9.966586e-01,7.871036e-04,2.810830e+01,5.001606e-01
7.810000e+02,2.507692e+02,-1.108023e+02,-1.403219e-12,1.272586e+03,2.581524e-03,9.966312e-01,1.505177e-07,1.791843e-09,1.523096e-07,2.581524e-03,5.710273e-03,8.291949e-03,9.966312e-01,7.870789e-04,2.918251e+01,5.192750e-01
7.810000e+02,2.600000e+02,-1.148809e+02,-1.454871e-12,1.319430e+03,2.606677e-03,9.966061e-01,1.581839e-07,2.190435e-09,1.603744e-07,2.606677e-03,5.919843e-03,8.526681e-03,9.966061e-01,7.870562e-04,3.025671e+01,5.383894e-01
7.810000e+02,2.692308e+02,-1.189596e+02,-1.506523e-12,1.366274e+03,2.630026e-03,9.965828e-01,9.857386e-08,2.483048e-09,1.010569e-07,2.630026e-03,6.129370e-03,8.759497e-03,9.965828e-01,7.870352e-04,3.133091e+01,5.575038e-01
7.810000e+02,2.784615e+02,-1.230382e+02,-1.558176e-12,1.413117e+03,2.651670e-03,9.965613e-01,5.384415e-08,2.506566e-09,5.635072e-08,2.651670e-03,6.338852e-03,8.990578e-03,9.965613e-01,7.870158e-04,3.240511e+01,5.766182e-01
7.810000e+02,2.876923e+02,-1.271168e+02,-1.609828e-12,1.459961e+03,2.671738e-03,9.965412e-01,3.168532e-08,2.304790e-09,3.399011e-08,2.671738e-03,6.548290e-03,9.220063e-03,9.965412e-01,7.869978e-04,3.347932e+01,5.957326e-01
7.810000e+02,2.969231e+02,-1.311954e+02,-1.661480e-12,1.506805e+03,2.690400e-03,9.965226e-01,2.076691e-08,2.038182e-09,2.280510e-08,2.690400e-03,6.757684e-03,9.448107e-03,9.965226e-01,7.869811e-04,3.455352e+01,6.148471e-01
7.810000e+02,3.061538e+02,-1.352740e+02,-1.713132e-12,1.553648e+03,2.707812e-03,9.965052e-01,1.928694e-08,1.768539e-09,2.105548e-08,2.707812e-03,6.967034e-03,9.674867e-03,9.965052e-01,7.869655e-04,3.562772e+01,6.339615e-01
7.810000e+02,3.153846e+02,-1.393526e+02,-1.764785e-12,1.600492e+03,2.724105e-03,9.964889e-01,2.371412e-08,1.436554e-09,2.515068e-08,2.724105e-03,7.176340e-03,9.900470e-03,9.964889e-01,7.869510e-04,3.670192e+01,6.530759e-01
7.810000e+02,3.246154e+02,-1.434312e+02,-1.816437e-12,1.647336e+03,2.739390e-03,9.964736e-01,2.743771e-08,1.037325e-09,2.847503e-08,2.739390e-03,7.385602e-03,1.012502e-02,9.964736e-01,7.869374e-04,3.777613e+01,6.721903e-01
7.810000e+02,3.338462e+02,-1.475098e+02,-1.868089e-12,1.694179e+03,2.753760e-03,9.964593e-01,2.620608e-08,6.840493e-10,2.689013e-08,2.753760e-03,7.594820e-03,1.034861e-02,9.964593e-01,7.869246e-04,3.885033e+01,6.913047e-01
7.810000e+02,3.430769e+02,-1.515885e+02,-1.919741e-12,1.741023e+03,2.767281e-03,9.964458e-01,2.360037e-08,4.807121e-10,2.408108e-08,2.767281e-03,7.803993e-03,1.057130e-02,9.964458e-01,7.869126e-04,3.992453e+01,7.104191e-01
7.810000e+02,3.523077e+02,-1.556671e+02,-1.971394e-12,1.787867e+03,2.780009e-03,9.964331e-01,2.331588e-08,4.419703e-10,2.375785e-08,2.780009e-03,8.013122e-03,1.079316e-02,9.964331e-01,7.869013e-04,4.099873e+01,7.295336e-01
7.810000e+02,3.615385e+02,-1.597457e+02,-2.023046e-12,1.834710e+03,2.792015e-03,9.964211e-01,2.257001e-08,5.338718e-10,2.310388e-08,2.792015e-03,8.222208e-03,1.101425e-02,9.964211e-01,7.868906e-04,4.207294e+01,7.486480e-01
7.810000e+02,3.707692e+02,-1.638243e+02,-2.074698e-12,1.881554e+03,2.803365e-03,9.964097e-01,2.064074e-08,6.847615e-10,2.132550e-08,2.803365e-03,8.431249e-03,1.123463e-02,9.964097e-01,7.868806e-04,4.314714e+01,7.677624e-01
7.810000e+02,3.800000e+02,-1.679029e+02,-2.126350e-12,1.928398e+03,2.814113e-03,9.963990e-01,1.914923e-08,7.802426e-10,1.992947e-08,2.814113e-03,8.640246e-03,1.145438e-02,9.963990e-01,7.868711e-04,4.422134e+01,7.868768e-01
7.810000e+02,3.892308e+02,-1.719815e+02,-2.178003e-12,1.975241e+03,2.824301e-03,9.963888e-01,1.569546e-08,7.566359e-10,1.645210e-08,2.824301e-03,8.849199e-03,1.167352e-02,9.963888e-01,7.868620e-04,4.529555e+01,8.059912e-01
7.810000e+02,3.984615e+02,-1.760601e+02,-2.229655e-12,2.022085e+03,2.833967e-03,9.963792e-01,9.638550e-09,6.726436e-10,1.031119e-08,2.833967e-03,9.058109e-03,1.189209e-02,9.963792e-01,7.868536e-04,4.636975e+01,8.251056e-01
7.810000e+02,4.076923e+02,-1.801388e+02,-2.281307e-12,2.068929e+03,2.843143e-03,9.963700e-01,5.112865e-09,6.059982e-10,5.718864e-09,2.843143e-03,9.266974e-03,1.211012e-02,9.963700e-01,7.868455e-04,4.744395e+01,8.442201e-01
7.810000e+02,4.169231e+02,-1.842174e+02,-2.332959e-12,2.115772e+03,2.851867e-03,9.963613e-01,4.152934e-09,5.342086e-10,4.687142e-09,2.851867e-03,9.475795e-03,1.232767e-02,9.963613e-01,7.868378e-04,4.851815e+01,8.633345e-01
7.810000e+02,4.261538e+02,-1.882960e+02,-2.384611e-12,2.162616e+03,2.860170e-03,9.963530e-01,5.217379e-09,4.003618e-10,5.617741e-09,2.860170e-03,9.684572e-03,1.254475e-02,9.963530e-01,7.868305e-04,4.959236e+01,8.824489e-01
7.810000e+02,4.353846e+02,-1.923746e+02,-2.436264e-12,2.209460e+03,2.868084e-03,9.963451e-01,6.352264e-09,2.328597e-10,6.585123e-09,2.868084e-03,9.893305e-03,1.276140e-02,9.963451e-01,7.868235e-04,5.066656e+01,9.015633e-01
7.810000e+02,4.446154e+02,-1.964532e+02,-2.487916e-12,2.256303e+03,2.875633e-03,9.963375e-01,6.503434e-09,1.111088e-10,6.614543e-09,2.875633e-03,1.010199e-02,1.297763e-02,9.963375e-01,7.868169e-04,5.174076e+01,9.206777e-01
7.810000e+02,4.538462e+02,-2.005318e+02,-2.539568e-12,2.303147e+03,2.882838e-03,9.963303e-01,6.226710e-09,6.467177e-11,6.291382e-09,2.882838e-03,1.031064e-02,1.319348e-02,9.963303e-01,7.868106e-04,5.281496e+01,9.397921e-01
7.810000e+02,4.630769e+02,-2.046104e+02,-2.591220e-12,2.349991e+03,2.889719e-03,9.963235e-01,6.284556e-09,7.923947e-11,6.363796e-09,2.889719e-03,1.051924e-02,1.340897e-02,9.963235e-01,7.868046e-04,5.388917e+01,9.589065e-01
7.810000e+02,4.723077e+02,-2.086890e+02,-2.642873e-12,2.396834e+03,2.896297e-03,9.963169e-01,6.263601e-09,1.478049e-10,6.411406e-09,2.896297e-03,1.072780e-02,1.362410e-02,9.963169e-01,7.867988e-04,5.496337e+01,9.780210e-01
7.810000e+02,4.815385e+02,-2.127677e+02,-2.694525e-12,2.443678e+03,2.902592e-03,9.963106e-01,6.081576e-09,2.505360e-10,6.332112e-09,2.902592e-03,1.093631e-02,1.383891e-02,9.963106e-01,7.867933e-04,5.603757e+01,9.971354e-01
7.810000e+02,4.907692e+02,-2.168463e+02,-2.746177e-12,2.490522e+03,2.908621e-03,9.963046e-01,5.860755e-09,3.329658e-10,6.193721e-09,2.908621e-03,1.114478e-02,1.405341e-02,9.963046e-01,7.867880e-04,5.711177e+01,1.016250e+00
7.810000e+02,5.000000e+02,-2.209249e+02,-2.797829e-12,2.537365e+03,2.914399e-03,9.962988e-01,4.824283e-09,3.599408e-10,5.184224e-09,2.914399e-03,1.135320e-02,1.426761e-02,9.962988e-01,7.867829e-04,5.818598e+01,1.035364e+00
7.810847e+02,1.400000e+02,-5.546531e+01,-7.024219e-13,5.750565e+02,1.660955e-03,9.975361e-01,1.501594e-05,5.024273e-09,1.502096e-05,1.660955e-03,2.584409e-03,4.260385e-03,9.975361e-01,7.879204e-04,1.460815e+01,2.599381e-01
7.810847e+02,1.492308e+02,-5.912237e+01,-7.487354e-13,6.129723e+02,1.825043e-03,9.973835e-01,3.672296e-06,5.232339e-09,3.677529e-06,1.825043e-03,2.754575e-03,4.583295e-03,9.973835e-01,7.877735e-04,1.557132e+01,2.770769e-01
7.810847e+02,1.584615e+02,-6.277942e+01,-7.950490e-13,6.508882e+02,1.943034e-03,9.972661e-01,3.178819e-06,6.309537e-09,3.185129e-06,1.943034e-03,2.924711e-03,4.870930e-03,9.972661e-01,7.876655e-04,1.653450e+01,2.942157e-01
7.810847e+02,1.676923e+02,-6.643647e+01,-8.413625e-13,6.888040e+02,2.033110e-03,9.971720e-01,7.278207e-06,7.023926e-09,7.285231e-06,2.033110e-03,3.094819e-03,5.135214e-03,9.971720e-01,7.875820e-04,1.749767e+01,3.113545e-01
7.810847e+02,1.769231e+02,-7.009353e+01,-8.876760e-13,7.267198e+02,2.119458e-03,9.970901e-01,2.891709e-06,7.055818e-09,2.898764e-06,2.119458e-03,3.264898e-03,5.387254e-03,9.970901e-01,7.875028e-04,1.846085e+01,3.284932e-01
7.810847e+02,1.861538e+02,-7.375058e+01,-9.339895e-13,7.646356e+02,2.191285e-03,9.970206e-01,6.502832e-07,7.303387e-09,6.575866e-07,2.191285e-03,3.434947e-03,5.626890e-03,9.970206e-01,7.874367e-04,1.942402e+01,3.456320e-01
7.810847e+02,1.953846e+02,-7.740763e+01,-9.803031e-13,8.025514e+02,2.248784e-03,9.969614e-01,2.454974e-06,7.209895e-09,2.462184e-06,2.248784e-03,3.604968e-03,5.856214e-03,9.969614e-01,7.873834e-04,2.038720e+01,3.627708e-01
7.810847e+02,2.046154e+02,-8.106469e+01,-1.026617e-12,8.404672e+02,2.302763e-03,9.969084e-01,1.532852e-06,6.148854e-09,1.539001e-06,2.302763e-03,3.774959e-03,6.079261e-03,9.969084e-01,7.873337e-04,2.135037e+01,3.799096e-01
7.810847e+02,2.138462e+02,-8.472174e+01,-1.072930e-12,8.783830e+02,2.351507e-03,9.968610e-01,1.655300e-07,5.092211e-09,1.706222e-07,2.351507e-03,3.944922e-03,6.296600e-03,9.968610e-01,7.872889e-04,2.231354e+01,3.970483e-01
7.810847e+02,2.230769e+02,-8.837879e+01,-1.119244e-12,9.162989e+02,2.393071e-03,9.968191e-01,5.866393e-07,4.291794e-09,5.909311e-07,2.393071e-03,4.114856e-03,6.508517e-03,9.968191e-01,7.872507e-04,2.327672e+01,4.141871e-01
7.810847e+02,2.323077e+02,-9.203585e+01,-1.165557e-12,9.542147e+02,2.430882e-03,9.967811e-01,7.621613e-07,3.208190e-09,7.653695e-07,2.430882e-03,4.284760e-03,6.716408e-03,9.967811e-01,7.872160e-04,2.423989e+01,4.313259e-01
7.810847e+02,2.415385e+02,-9.569290e+01,-1.211871e-12,9.921305e+02,2.466378e-03,9.967463e-01,1.091042e-07,2.237328e-09,1.113416e-07,2.466378e-03,4.454636e-03,6.921125e-03,9.967463e-01,7.871836e-04,2.520307e+01,4.484647e-01
7.810847e+02,2.507692e+02,-9.934995e+01,-1.258184e-12,1.030046e+03,2.497991e-03,9.967147e-01,1.351958e-07,1.819934e-09,1.370158e-07,2.497991e-03,4.624482e-03,7.122610e-03,9.967147e-01,7.871548e-04,2.616624e+01,4.656034e-01
7.810847e+02,2.600000e+02,-1.030070e+02,-1.304498e-12,1.067962e+03,2.526614e-03,9.966859e-01,3.860352e-07,1.684918e-09,3.877202e-07,2.526614e-03,4.794300e-03,7.321301e-03,9.966859e-01,7.871287e-04,2.712942e+01,4.827422e-01
7.810847e+02,2.692308e+02,-1.066641e+02,-1.350811e-12,1.105878e+03,2.553718e-03,9.966591e-01,1.172772e-07,1.592523e-09,1.188698e-07,2.553718e-03,4.964089e-03,7.517925e-03,9.966591e-01,7.871041e-04,2.809259e+01,4.998810e-01
7.810847e+02,2.784615e+02,-1.103211e+02,-1.397125e-12,1.143794e+03,2.578531e-03,9.966343e-01,7.656891e-08,1.701033e-09,7.826994e-08,2.578531e-03,5.133848e-03,7.712457e-03,9.966343e-01,7.870816e-04,2.905577e+01,5.170198e-01
7.810847e+02,2.876923e+02,-1.139782e+02,-1.443438e-12,1.181710e+03,2.601264e-03,9.966115e-01,1.683191e-07,2.112270e-09,1.704314e-07,2.601264e-03,5.303579e-03,7.905014e-03,9.966115e-01,7.870611e-04,3.001894e+01,5.341586e-01
7.810847e+02,2.969231e+02,-1.176352e+02,-1.489752e-12,1.219625e+03,2.622691e-03,9.965902e-01,8.984363e-08,2.382224e-09,9.222586e-08,2.622691e-03,5.473281e-03,8.096065e-03,9.965902e-01,7.870418e-04,3.098212e+01,5.512973e-01
7.810847e+02,3.061538e+02,-1.212923e+02,-1.536065e-12,1.257541e+03,2.642673e-03,9.965703e-01,4.662899e-08,2.349012e-09,4.897800e-08,2.642673e-03,5.642954e-03,8.285676e-03,9.965703e-01,7.870239e-04,3.194529e+01,5.684361e-01
7.810847e+02,3.153846e+02,-1.249493e+02,-1.582379e-12,1.295457e+03,2.661226e-03,9.965517e-01,5.171335e-08,2.440284e-09,5.415363e-08,2.661226e-03,5.812598e-03,8.473878e-03,9.965517e-01,7.870072e-04,3.290847e+01,5.855749e-01
7.810847e+02,3.246154e+02,-1.286064e+02,-1.628693e-12,1.333373e+03,2.678654e-03,9.965343e-01,4.482468e-08,2.430459e-09,4.725514e-08,2.678654e-03,5.982213e-03,8.660914e-03,9.965343e-01,7.869916e-04,3.387164e+01,6.027137e-01
7.810847e+02,3.338462e+02,-1.322634e+02,-1.675006e-12,1.371289e+03,2.695071e-03,9.965179e-01,2.515686e-08,1.996598e-09,2.715346e-08,2.695071e-03,6.151799e-03,8.846897e-03,9.965179e-01,7.869769e-04,3.483481e+01,6.198524e-01
7.810847e+02,3.430769e+02,-1.359205e+02,-1.721320e-12,1.409204e+03,2.710481e-03,9.965025e-01,1.541608e-08,1.635176e-09,1.705125e-08,2.710481e-03,6.321356e-03,9.031854e-03,9.965025e-01,7.869631e-04,3.579799e+01,6.369912e-01
7.810847e+02,3.523077e+02,-1.395775e+02,-1.767633e-12,1.447120e+03,2.724973e-03,9.964881e-01,2.374380e-08,1.414079e-09,2.515788e-08,2.724973e-03,6.490884e-03,9.215882e-03,9.964881e-01,7.869502e-04,3.676116e+01,6.541300e-01
7.810847e+02,3.615385e+02,-1.432346e+02,-1.813947e-12,1.485036e+03,2.738682e-03,9.964744e-01,2.603507e-08,1.002027e-09,2.703709e-08,2.738682e-03,6.660383e-03,9.399092e-03,9.964744e-01,7.869380e-04,3.772434e+01,6.712688e-01
7.810847e+02,3.707692e+02,-1.468917e+02,-1.860260e-12,1.522952e+03,2.751656e-03,9.964614e-01,1.940981e-08,6.601839e-10,2.007000e-08,2.751656e-03,6.829853e-03,9.581530e-03,9.964614e-01,7.869265e-04,3.868751e+01,6.884075e-01
7.810847e+02,3.800000e+02,-1.505487e+02,-1.906574e-12,1.560868e+03,2.763902e-03,9.964492e-01,2.397109e-08,5.788465e-10,2.454994e-08,2.763902e-03,6.999295e-03,9.763222e-03,9.964492e-01,7.869156e-04,3.965069e+01,7.055463e-01
7.810847e+02,3.892308e+02,-1.542058e+02,-1.952887e-12,1.598784e+03,2.775515e-03,9.964376e-01,2.836077e-08,5.464066e-10,2.890718e-08,2.775515e-03,7.168707e-03,9.944251e-03,9.964376e-01,7.869052e-04,4.061386e+01,7.226851e-01
7.810847e+02,3.984615e+02,-1.578628e+02,-1.999201e-12,1.636699e+03,2.786560e-03,9.964265e-01,2.528551e-08,4.789969e-10,2.576451e-08,2.786560e-03,7.338091e-03,1.012468e-02,9.964265e-01,7.868955e-04,4.157704e+01,7.398239e-01
7.810847e+02,4.076923e+02,-1.615199e+02,-2.045514e-12,1.674615e+03,2.797036e-03,9.964161e-01,2.120074e-08,5.377538e-10,2.173850e-08,2.797036e-03,7.507446e-03,1.030450e-02,9.964161e-01,7.868862e-04,4.254021e+01,7.569627e-01
7.810847e+02,4.169231e+02,-1.651769e+02,-2.091828e-12,1.712531e+03,2.806994e-03,9.964061e-01,1.970049e-08,7.233036e-10,2.042379e-08,2.806994e-03,7.676771e-03,1.048379e-02,9.964061e-01,7.868774e-04,4.350339e+01,7.741014e-01
7.810847e+02,4.261538e+02,-1.688340e+02,-2.138141e-12,1.750447e+03,2.816490e-03,9.963966e-01,1.896714e-08,7.450429e-10,1.971219e-08,2.816490e-03,7.846068e-03,1.066258e-02,9.963966e-01,7.868689e-04,4.446656e+01,7.912402e-01
7.810847e+02,4.353846e+02,-1.724910e+02,-2.184455e-12,1.788363e+03,2.825540e-03,9.963876e-01,1.151744e-08,6.939385e-10,1.221138e-08,2.825540e-03,8.015336e-03,1.084089e-02,9.963876e-01,7.868610e-04,4.542973e+01,8.083790e-01
7.810847e+02,4.446154e+02,-1.761481e+02,-2.230768e-12,1.826278e+03,2.834164e-03,9.963790e-01,8.177319e-09,7.697195e-10,8.947039e-09,2.834164e-03,8.184575e-03,1.101875e-02,9.963790e-01,7.868534e-04,4.639291e+01,8.255178e-01
7.810847e+02,4.538462e+02,-1.798051e+02,-2.277082e-12,1.864194e+03,2.842404e-03,9.963707e-01,9.132650e-09,6.913438e-10,9.823994e-09,2.842404e-03,8.353786e-03,1.119620e-02,9.963707e-01,7.868461e-04,4.735608e+01,8.426565e-01
7.810847e+02,4.630769e+02,-1.834622e+02,-2.323395e-12,1.902110e+03,2.850286e-03,9.963629e-01,5.621416e-09,4.837973e-10,6.105213e-09,2.850286e-03,8.522967e-03,1.137326e-02,9.963629e-01,7.868392e-04,4.831926e+01,8.597953e-01
7.810847e+02,4.723077e+02,-1.871192e+02,-2.369709e-12,1.940026e+03,2.857819e-03,9.963553e-01,3.513184e-09,4.052235e-10,3.918407e-09,2.857819e-03,8.692120e-03,1.154994e-02,9.963553e-01,7.868325e-04,4.928243e+01,8.769341e-01
7.810847e+02,4.815385e+02,-1.907763e+02,-2.416023e-12,1.977942e+03,2.865027e-03,9.963481e-01,5.665006e-09,3.039994e-10,5.969006e-09,2.865027e-03,8.861243e-03,1.172628e-02,9.963481e-01,7.868262e-04,5.024561e+01,8.940729e-01
7.810847e+02,4.907692e+02,-1.944333e+02,-2.462336e-12,2.015857e+03,2.871940e-03,9.963412e-01,6.230382e-09,1.479728e-10,6.378354e-09,2.871940e-03,9.030338e-03,1.190228e-02,9.963412e-01,7.868202e-04,5.120878e+01,9.112117e-01
7.810847e+02,5.000000e+02,-1.980904e+02,-2.508650e-12,2.053773e+03,2.878567e-03,9.963346e-01,5.262251e-09,8.472509e-11,5.346977e-09,2.878567e-03,9.199404e-03,1.207798e-02,9.963346e-01,7.868143e-04,5.217196e+01,9.283504e-01
7.811695e+02,1.400000e+02,-5.023725e+01,-6.362129e-13,4.750263e+02,1.362563e-03,9.978308e-01,1.840753e-05,5.986586e-09,1.841352e-05,1.362563e-03,2.135335e-03,3.516312e-03,9.978308e-01,7.881833e-04,1.323121e+01,2.354368e-01
7.811695e+02,1.492308e+02,-5.354960e+01,-6.781610e-13,5.063467e+02,1.585338e-03,9.976230e-01,3.659628e-06,5.178676e-09,3.664807e-06,1.585338e-03,2.275966e-03,3.864969e-03,9.976230e-01,7.879895e-04,1.410360e+01,2.509601e-01
7.811695e+02,1.584615e+02,-5.686195e+01,-7.201091e-13,5.376671e+02,1.733988e-03,9.974716e-01,6.513744e-06,4.922541e-09,6.518666e-06,1.733988e-03,2.416577e-03,4.157084e-03,9.974716e-01,7.878557e-04,1.497599e+01,2.664835e-01
7.811695e+02,1.676923e+02,-6.017429e+01,-7.620572e-13,5.689875e+02,1.850490e-03,9.973503e-01,1.145807e-05,5.654938e-09,1.146373e-05,1.850490e-03,2.557169e-03,4.419122e-03,9.973503e-01,7.877493e-04,1.584837e+01,2.820068e-01
7.811695e+02,1.769231e+02,-6.348664e+01,-8.040053e-13,6.003079e+02,1.958161e-03,9.972475e-01,6.670580e-06,6.566748e-09,6.677146e-06,1.958161e-03,2.697740e-03,4.662579e-03,9.972475e-01,7.876511e-04,1.672076e+01,2.975301e-01
7.811695e+02,1.861538e+02,-6.679899e+01,-8.459534e-13,6.316283e+02,2.049881e-03,9.971613e-01,1.225864e-06,6.899318e-09,1.232764e-06,2.049881e-03,2.838292e-03,4.889405e-03,9.971613e-01,7.875673e-04,1.759315e+01,3.130534e-01
7.811695e+02,1.953846e+02,-7.011133e+01,-8.879015e-13,6.629488e+02,2.121323e-03,9.970894e-01,1.763475e-06,7.029022e-09,1.770504e-06,2.121323e-03,2.978824e-03,5.101917e-03,9.970894e-01,7.875012e-04,1.846554e+01,3.285767e-01
7.811695e+02,2.046154e+02,-7.342368e+01,-9.298496e-13,6.942692e+02,2.181534e-03,9.970273e-01,3.678454e-06,7.339336e-09,3.685793e-06,2.181534e-03,3.119336e-03,5.304556e-03,9.970273e-01,7.874454e-04,1.933792e+01,3.441000e-01
7.811695e+02,2.138462e+02,-7.673603e+01,-9.717977e-13,7.255896e+02,2.238107e-03,9.969718e-01,2.651632e-06,7.311228e-09,2.658943e-06,2.238107e-03,3.259828e-03,5.500595e-03,9.969718e-01,7.873932e-04,2.021031e+01,3.596233e-01
7.811695e+02,2.230769e+02,-8.004837e+01,-1.013746e-12,7.569100e+02,2.289909e-03,9.969221e-01,6.366138e-07,6.517189e-09,6.431310e-07,2.289909e-03,3.400301e-03,5.690853e-03,9.969221e-01,7.873456e-04,2.108270e+01,3.751466e-01
7.811695e+02,2.323077e+02,-8.336072e+01,-1.055694e-12,7.882304e+02,2.334452e-03,9.968779e-01,3.133768e-07,5.437166e-09,3.188140e-07,2.334452e-03,3.540754e-03,5.875525e-03,9.968779e-01,7.873046e-04,2.195509e+01,3.906699e-01
7.811695e+02,2.415385e+02,-8.667307e+01,-1.097642e-12,8.195508e+02,2.373487e-03,9.968383e-01,9.432215e-07,4.606577e-09,9.478281e-07,2.373487e-03,3.681186e-03,6.055621e-03,9.968383e-01,7.872686e-04,2.282747e+01,4.061932e-01
7.811695e+02,2.507692e+02,-8.998541e+01,-1.139590e-12,8.508712e+02,2.409881e-03,9.968020e-01,8.599895e-07,3.843299e-09,8.638328e-07,2.409881e-03,3.821600e-03,6.232344e-03,9.968020e-01,7.872353e-04,2.369986e+01,4.217165e-01
7.811695e+02,2.600000e+02,-9.329776e+01,-1.181538e-12,8.821916e+02,2.443943e-03,9.967686e-01,2.225598e-07,2.896377e-09,2.254562e-07,2.443943e-03,3.961993e-03,6.406162e-03,9.967686e-01,7.872041e-04,2.457225e+01,4.372398e-01
7.811695e+02,2.692308e+02,-9.661011e+01,-1.223486e-12,9.135121e+02,2.474716e-03,9.967381e-01,1.272815e-08,2.085455e-09,1.481360e-08,2.474716e-03,4.102366e-03,6.577097e-03,9.967381e-01,7.871760e-04,2.544464e+01,4.527631e-01
7.811695e+02,2.784615e+02,-9.992245e+01,-1.265434e-12,9.448325e+02,2.502466e-03,9.967101e-01,2.673520e-07,1.747415e-09,2.690994e-07,2.502466e-03,4.242720e-03,6.745455e-03,9.967101e-01,7.871507e-04,2.631702e+01,4.682865e-01
7.811695e+02,2.876923e+02,-1.032348e+02,-1.307383e-12,9.761529e+02,2.528347e-03,9.966841e-01,3.802826e-07,1.678358e-09,3.819609e-07,2.528347e-03,4.383054e-03,6.911784e-03,9.966841e-01,7.871271e-04,2.718941e+01,4.838098e-01
7.811695e+02,2.969231e+02,-1.065471e+02,-1.349331e-12,1.007473e+03,2.552809e-03,9.966599e-01,2.028829e-07,1.604810e-09,2.044877e-07,2.552809e-03,4.523368e-03,7.076382e-03,9.966599e-01,7.871050e-04,2.806180e+01,4.993331e-01
